Mes de facturaciÛn;Provincia;¡rea;Edad;Sexo;N∫ envases;Importe
2026-05-31;¡vila;¡vila;100;Hombre;113;1865.16
2026-05-31;¡vila;¡vila;100;Mujer;312;4221.14
2026-05-31;¡vila;¡vila;102;Mujer;124;1107.98
2026-05-31;¡vila;¡vila;103;Hombre;5;38.19
2026-05-31;¡vila;¡vila;105;Mujer;25;348.88
2026-05-31;¡vila;¡vila;106;Mujer;10;185.07
2026-05-31;¡vila;¡vila;11;Mujer;426;5529.29
2026-05-31;¡vila;¡vila;12;Hombre;634;6829.65
2026-05-31;¡vila;¡vila;14;Hombre;575;7832.85
2026-05-31;¡vila;¡vila;14;Mujer;405;3734.63
2026-05-31;¡vila;¡vila;15;Hombre;528;7898.0
2026-05-31;¡vila;¡vila;20;Mujer;481;5394.57
2026-05-31;¡vila;¡vila;21;Mujer;505;5990.63
2026-05-31;¡vila;¡vila;25;Mujer;659;7740.33
2026-05-31;¡vila;¡vila;26;Mujer;692;7060.2
2026-05-31;¡vila;¡vila;3;Mujer;236;2020.79
2026-05-31;¡vila;¡vila;30;Hombre;347;4641.69
2026-05-31;¡vila;¡vila;35;Hombre;535;9879.14
2026-05-31;¡vila;¡vila;38;Hombre;676;9634.24
2026-05-31;¡vila;¡vila;40;Mujer;1207;12767.91
2026-05-31;¡vila;¡vila;41;Hombre;918;15740.23
2026-05-31;¡vila;¡vila;45;Hombre;1094;16111.56
2026-05-31;¡vila;¡vila;46;Hombre;1303;19216.28
2026-05-31;¡vila;¡vila;46;Mujer;1868;22860.22
2026-05-31;¡vila;¡vila;47;Hombre;1451;20803.55
2026-05-31;¡vila;¡vila;48;Hombre;1580;19431.65
2026-05-31;¡vila;¡vila;5;Mujer;287;2605.24
2026-05-31;¡vila;¡vila;50;Hombre;1864;28519.36
2026-05-31;¡vila;¡vila;50;Mujer;2463;28175.59
2026-05-31;¡vila;¡vila;51;Hombre;1903;28227.29
2026-05-31;¡vila;¡vila;53;Hombre;2082;40075.66
2026-05-31;¡vila;¡vila;53;Mujer;2749;31953.58
2026-05-31;¡vila;¡vila;55;Hombre;2167;33559.97
2026-05-31;¡vila;¡vila;58;Hombre;2817;46532.2
2026-05-31;¡vila;¡vila;6;Hombre;325;2723.92
2026-05-31;¡vila;¡vila;64;Hombre;4004;64031.71
2026-05-31;¡vila;¡vila;65;Hombre;4524;82990.81
2026-05-31;¡vila;¡vila;65;Mujer;4584;63463.43
2026-05-31;¡vila;¡vila;66;Hombre;4451;75124.88
2026-05-31;¡vila;¡vila;67;Hombre;4466;74564.32
2026-05-31;¡vila;¡vila;68;Mujer;4542;59583.33
2026-05-31;¡vila;¡vila;69;Hombre;4521;77642.43
2026-05-31;¡vila;¡vila;7;Hombre;394;3826.89
2026-05-31;¡vila;¡vila;71;Hombre;4473;73783.22
2026-05-31;¡vila;¡vila;71;Mujer;3918;52502.05
2026-05-31;¡vila;¡vila;73;Mujer;4662;61027.07
2026-05-31;¡vila;¡vila;74;Mujer;4335;60535.8
2026-05-31;¡vila;¡vila;75;Hombre;3821;64870.76
2026-05-31;¡vila;¡vila;77;Hombre;4171;76573.72
2026-05-31;¡vila;¡vila;77;Mujer;5308;77040.35
2026-05-31;¡vila;¡vila;79;Hombre;3791;69807.69
2026-05-31;¡vila;¡vila;79;Mujer;4465;63640.66
2026-05-31;¡vila;¡vila;81;Hombre;3905;63019.51
2026-05-31;¡vila;¡vila;88;Mujer;3327;47349.8
2026-05-31;¡vila;¡vila;90;Mujer;3771;53508.78
2026-05-31;¡vila;¡vila;91;Hombre;1792;28903.64
2026-05-31;¡vila;¡vila;95;Mujer;1669;21709.05
2026-05-31;¡vila;¡vila;96;Mujer;1406;20821.82
2026-05-31;¡vila;¡vila;97;Mujer;980;14237.51
2026-05-31;¡vila;¡vila;0;Hombre;330;4936.48
2026-05-31;¡vila;¡vila;0;Mujer;286;3754.37
2026-05-31;¡vila;¡vila;1;Hombre;436;4952.32
2026-05-31;¡vila;¡vila;1;Mujer;233;1141.85
2026-05-31;¡vila;¡vila;10;Hombre;537;6483.41
2026-05-31;¡vila;¡vila;10;Mujer;479;4487.72
2026-05-31;¡vila;¡vila;101;Hombre;107;1758.69
2026-05-31;¡vila;¡vila;104;Hombre;33;354.75
2026-05-31;¡vila;¡vila;107;Mujer;1;12.55
2026-05-31;¡vila;¡vila;12;Mujer;385;3896.37
2026-05-31;¡vila;¡vila;15;Mujer;493;4741.48
2026-05-31;¡vila;¡vila;17;Hombre;490;6342.04
2026-05-31;¡vila;¡vila;17;Mujer;532;5060.1
2026-05-31;¡vila;¡vila;18;Mujer;504;5749.9
2026-05-31;¡vila;¡vila;19;Hombre;382;4739.23
2026-05-31;¡vila;¡vila;21;Hombre;343;4327.59
2026-05-31;¡vila;¡vila;22;Mujer;551;6608.09
2026-05-31;¡vila;¡vila;25;Hombre;347;6927.82
2026-05-31;¡vila;¡vila;26;Hombre;350;5854.4
2026-05-31;¡vila;¡vila;27;Mujer;619;7380.54
2026-05-31;¡vila;¡vila;28;Hombre;337;5488.91
2026-05-31;¡vila;¡vila;29;Hombre;455;5433.64
2026-05-31;¡vila;¡vila;31;Mujer;766;7100.8
2026-05-31;¡vila;¡vila;32;Mujer;794;8650.72
2026-05-31;¡vila;¡vila;33;Mujer;851;6676.76
2026-05-31;¡vila;¡vila;34;Hombre;499;6866.5
2026-05-31;¡vila;¡vila;35;Mujer;854;9463.45
2026-05-31;¡vila;¡vila;36;Mujer;1005;10488.91
2026-05-31;¡vila;¡vila;37;Hombre;607;9169.76
2026-05-31;¡vila;¡vila;37;Mujer;978;10330.54
2026-05-31;¡vila;¡vila;39;Mujer;1232;14393.48
2026-05-31;¡vila;¡vila;40;Hombre;939;13418.66
2026-05-31;¡vila;¡vila;41;Mujer;1312;13531.45
2026-05-31;¡vila;¡vila;42;Mujer;1447;17489.03
2026-05-31;¡vila;¡vila;44;Hombre;1057;16846.19
2026-05-31;¡vila;¡vila;44;Mujer;1713;20092.03
2026-05-31;¡vila;¡vila;45;Mujer;1592;15972.99
2026-05-31;¡vila;¡vila;47;Mujer;1875;21303.04
2026-05-31;¡vila;¡vila;48;Mujer;2247;29189.28
2026-05-31;¡vila;¡vila;49;Mujer;2543;32879.81
2026-05-31;¡vila;¡vila;51;Mujer;2338;25282.67
2026-05-31;¡vila;¡vila;52;Hombre;1983;29263.66
2026-05-31;¡vila;¡vila;54;Hombre;2284;40143.93
2026-05-31;¡vila;¡vila;54;Mujer;2672;35933.87
2026-05-31;¡vila;¡vila;55;Mujer;2761;34348.21
2026-05-31;¡vila;¡vila;56;Mujer;3284;41277.76
2026-05-31;¡vila;¡vila;57;Mujer;3331;40066.43
2026-05-31;¡vila;¡vila;60;Hombre;3204;52853.2
2026-05-31;¡vila;¡vila;60;Mujer;3784;50918.36
2026-05-31;¡vila;¡vila;63;Hombre;3978;66567.07
2026-05-31;¡vila;¡vila;63;Mujer;3999;52011.54
2026-05-31;¡vila;¡vila;66;Mujer;4505;61436.24
2026-05-31;¡vila;¡vila;69;Mujer;4118;55275.73
2026-05-31;¡vila;¡vila;7;Mujer;320;3331.68
2026-05-31;¡vila;¡vila;70;Hombre;4403;86256.03
2026-05-31;¡vila;¡vila;70;Mujer;4448;61110.03
2026-05-31;¡vila;¡vila;72;Hombre;4535;80959.17
2026-05-31;¡vila;¡vila;73;Hombre;4468;73995.92
2026-05-31;¡vila;¡vila;74;Hombre;4215;68180.44
2026-05-31;¡vila;¡vila;75;Mujer;4588;67353.38
2026-05-31;¡vila;¡vila;78;Hombre;4267;81096.17
2026-05-31;¡vila;¡vila;78;Mujer;4879;72353.13
2026-05-31;¡vila;¡vila;8;Mujer;350;3504.12
2026-05-31;¡vila;¡vila;80;Mujer;4825;74229.86
2026-05-31;¡vila;¡vila;81;Mujer;4687;69858.77
2026-05-31;¡vila;¡vila;82;Hombre;3569;67471.39
2026-05-31;¡vila;¡vila;82;Mujer;4934;72296.37
2026-05-31;¡vila;¡vila;83;Mujer;4842;72989.76
2026-05-31;¡vila;¡vila;84;Hombre;2328;43273.55
2026-05-31;¡vila;¡vila;87;Hombre;2168;34880.64
2026-05-31;¡vila;¡vila;87;Mujer;3315;48506.62
2026-05-31;¡vila;¡vila;88;Hombre;2085;35455.84
2026-05-31;¡vila;¡vila;89;Hombre;2391;42355.17
2026-05-31;¡vila;¡vila;9;Mujer;421;5728.07
2026-05-31;¡vila;¡vila;91;Mujer;3658;56310.34
2026-05-31;¡vila;¡vila;93;Hombre;1117;18052.87
2026-05-31;¡vila;¡vila;97;Hombre;311;4675.11
2026-05-31;¡vila;¡vila;98;Mujer;454;5917.79
2026-05-31;¡vila;¡vila;101;Mujer;192;2007.81
2026-05-31;¡vila;¡vila;102;Hombre;46;724.12
2026-05-31;¡vila;¡vila;103;Mujer;48;388.07
2026-05-31;¡vila;¡vila;104;Mujer;24;273.4
2026-05-31;¡vila;¡vila;11;Hombre;564;7031.98
2026-05-31;¡vila;¡vila;13;Hombre;503;5779.08
2026-05-31;¡vila;¡vila;13;Mujer;341;4205.66
2026-05-31;¡vila;¡vila;16;Hombre;513;7569.72
2026-05-31;¡vila;¡vila;16;Mujer;490;5041.03
2026-05-31;¡vila;¡vila;18;Hombre;506;6749.22
2026-05-31;¡vila;¡vila;19;Mujer;550;6135.38
2026-05-31;¡vila;¡vila;2;Hombre;402;3166.06
2026-05-31;¡vila;¡vila;2;Mujer;262;1733.97
2026-05-31;¡vila;¡vila;20;Hombre;362;5349.26
2026-05-31;¡vila;¡vila;22;Hombre;331;8043.24
2026-05-31;¡vila;¡vila;23;Hombre;373;6425.88
2026-05-31;¡vila;¡vila;23;Mujer;502;4635.61
2026-05-31;¡vila;¡vila;24;Hombre;394;5772.48
2026-05-31;¡vila;¡vila;24;Mujer;525;7735.91
2026-05-31;¡vila;¡vila;27;Hombre;406;7301.09
2026-05-31;¡vila;¡vila;28;Mujer;669;7946.49
2026-05-31;¡vila;¡vila;29;Mujer;687;7812.21
2026-05-31;¡vila;¡vila;3;Hombre;332;2691.67
2026-05-31;¡vila;¡vila;30;Mujer;773;8472.27
2026-05-31;¡vila;¡vila;31;Hombre;409;6131.02
2026-05-31;¡vila;¡vila;32;Hombre;446;6823.91
2026-05-31;¡vila;¡vila;33;Hombre;501;7481.28
2026-05-31;¡vila;¡vila;34;Mujer;877;8669.89
2026-05-31;¡vila;¡vila;36;Hombre;555;8663.04
2026-05-31;¡vila;¡vila;38;Mujer;1021;10402.52
2026-05-31;¡vila;¡vila;39;Hombre;678;10389.96
2026-05-31;¡vila;¡vila;4;Hombre;264;3315.21
2026-05-31;¡vila;¡vila;4;Mujer;242;1343.39
2026-05-31;¡vila;¡vila;42;Hombre;911;13714.05
2026-05-31;¡vila;¡vila;43;Hombre;864;14520.04
2026-05-31;¡vila;¡vila;43;Mujer;1403;16595.74
2026-05-31;¡vila;¡vila;49;Hombre;1429;19641.66
2026-05-31;¡vila;¡vila;5;Hombre;313;6696.25
2026-05-31;¡vila;¡vila;52;Mujer;2592;31557.7
2026-05-31;¡vila;¡vila;56;Hombre;2559;44168.59
2026-05-31;¡vila;¡vila;57;Hombre;2496;36885.85
2026-05-31;¡vila;¡vila;58;Mujer;3649;46023.71
2026-05-31;¡vila;¡vila;59;Hombre;2915;48512.48
2026-05-31;¡vila;¡vila;59;Mujer;3994;49985.76
2026-05-31;¡vila;¡vila;6;Mujer;295;2325.12
2026-05-31;¡vila;¡vila;61;Hombre;3445;53950.23
2026-05-31;¡vila;¡vila;61;Mujer;3648;49596.04
2026-05-31;¡vila;¡vila;62;Hombre;3783;66692.45
2026-05-31;¡vila;¡vila;62;Mujer;4174;55789.77
2026-05-31;¡vila;¡vila;64;Mujer;4278;56193.1
2026-05-31;¡vila;¡vila;67;Mujer;4645;63284.78
2026-05-31;¡vila;¡vila;68;Hombre;4390;72201.23
2026-05-31;¡vila;¡vila;72;Mujer;4465;62134.34
2026-05-31;¡vila;¡vila;76;Hombre;3882;67669.34
2026-05-31;¡vila;¡vila;76;Mujer;4856;69371.68
2026-05-31;¡vila;¡vila;8;Hombre;386;3658.22
2026-05-31;¡vila;¡vila;80;Hombre;3709;59478.04
2026-05-31;¡vila;¡vila;83;Hombre;3593;61483.85
2026-05-31;¡vila;¡vila;84;Mujer;3836;61384.58
2026-05-31;¡vila;¡vila;85;Hombre;2826;50862.13
2026-05-31;¡vila;¡vila;85;Mujer;4573;64834.85
2026-05-31;¡vila;¡vila;86;Hombre;2785;46187.42
2026-05-31;¡vila;¡vila;86;Mujer;4375;64989.96
2026-05-31;¡vila;¡vila;89;Mujer;4483;66001.55
2026-05-31;¡vila;¡vila;9;Hombre;549;4853.11
2026-05-31;¡vila;¡vila;90;Hombre;1879;34215.61
2026-05-31;¡vila;¡vila;92;Hombre;1736;29364.59
2026-05-31;¡vila;¡vila;92;Mujer;3262;45650.79
2026-05-31;¡vila;¡vila;93;Mujer;2572;33952.27
2026-05-31;¡vila;¡vila;94;Hombre;1013;17767.4
2026-05-31;¡vila;¡vila;94;Mujer;2213;29031.98
2026-05-31;¡vila;¡vila;95;Hombre;831;14122.44
2026-05-31;¡vila;¡vila;96;Hombre;560;8143.2
2026-05-31;¡vila;¡vila;98;Hombre;249;2790.62
2026-05-31;¡vila;¡vila;99;Hombre;143;2214.57
2026-05-31;¡vila;¡vila;99;Mujer;426;6503.69
2026-05-31;Burgos;Burgos;1;Mujer;535;6730.37
2026-05-31;Burgos;Burgos;101;Mujer;482;7298.22
2026-05-31;Burgos;Burgos;102;Mujer;178;2497.56
2026-05-31;Burgos;Burgos;104;Hombre;19;217.77
2026-05-31;Burgos;Burgos;107;Mujer;23;253.87
2026-05-31;Burgos;Burgos;109;Mujer;1;3.12
2026-05-31;Burgos;Burgos;11;Hombre;649;8960.68
2026-05-31;Burgos;Burgos;12;Hombre;743;12080.49
2026-05-31;Burgos;Burgos;12;Mujer;593;7073.34
2026-05-31;Burgos;Burgos;14;Mujer;622;6990.69
2026-05-31;Burgos;Burgos;15;Hombre;781;11933.11
2026-05-31;Burgos;Burgos;15;Mujer;769;9491.09
2026-05-31;Burgos;Burgos;2;Mujer;530;7120.26
2026-05-31;Burgos;Burgos;21;Hombre;599;11963.38
2026-05-31;Burgos;Burgos;24;Hombre;654;11954.27
2026-05-31;Burgos;Burgos;24;Mujer;1018;13776.02
2026-05-31;Burgos;Burgos;25;Hombre;664;10684.42
2026-05-31;Burgos;Burgos;26;Hombre;655;9864.13
2026-05-31;Burgos;Burgos;26;Mujer;1070;14655.63
2026-05-31;Burgos;Burgos;29;Hombre;657;12406.91
2026-05-31;Burgos;Burgos;29;Mujer;1331;16638.95
2026-05-31;Burgos;Burgos;30;Hombre;689;12622.08
2026-05-31;Burgos;Burgos;30;Mujer;1278;18999.37
2026-05-31;Burgos;Burgos;36;Hombre;1064;18555.16
2026-05-31;Burgos;Burgos;37;Mujer;1898;27602.75
2026-05-31;Burgos;Burgos;4;Mujer;458;4840.05
2026-05-31;Burgos;Burgos;42;Hombre;1735;31411.79
2026-05-31;Burgos;Burgos;43;Hombre;1774;24874.77
2026-05-31;Burgos;Burgos;43;Mujer;2646;31267.5
2026-05-31;Burgos;Burgos;45;Mujer;3282;42883.48
2026-05-31;Burgos;Burgos;46;Mujer;3516;51200.05
2026-05-31;Burgos;Burgos;48;Hombre;3260;49641.81
2026-05-31;Burgos;Burgos;48;Mujer;4051;58044.49
2026-05-31;Burgos;Burgos;49;Hombre;3263;52229.8
2026-05-31;Burgos;Burgos;49;Mujer;4206;61921.74
2026-05-31;Burgos;Burgos;5;Mujer;354;2870.69
2026-05-31;Burgos;Burgos;50;Hombre;3256;57394.36
2026-05-31;Burgos;Burgos;51;Mujer;5122;71041.05
2026-05-31;Burgos;Burgos;53;Hombre;3806;65449.09
2026-05-31;Burgos;Burgos;53;Mujer;4962;64012.58
2026-05-31;Burgos;Burgos;54;Mujer;4766;66098.4
2026-05-31;Burgos;Burgos;57;Mujer;5745;80276.05
2026-05-31;Burgos;Burgos;58;Mujer;5965;82729.38
2026-05-31;Burgos;Burgos;6;Mujer;469;4235.2
2026-05-31;Burgos;Burgos;60;Hombre;5988;100825.91
2026-05-31;Burgos;Burgos;60;Mujer;6242;83796.34
2026-05-31;Burgos;Burgos;63;Mujer;6778;95962.81
2026-05-31;Burgos;Burgos;64;Hombre;7162;131528.08
2026-05-31;Burgos;Burgos;66;Hombre;8153;150825.61
2026-05-31;Burgos;Burgos;68;Mujer;7664;115437.03
2026-05-31;Burgos;Burgos;69;Hombre;7966;152038.31
2026-05-31;Burgos;Burgos;69;Mujer;7782;115447.76
2026-05-31;Burgos;Burgos;7;Mujer;468;5069.18
2026-05-31;Burgos;Burgos;71;Hombre;7610;140949.37
2026-05-31;Burgos;Burgos;72;Hombre;7617;138092.1
2026-05-31;Burgos;Burgos;74;Hombre;7957;141649.53
2026-05-31;Burgos;Burgos;74;Mujer;7232;108269.94
2026-05-31;Burgos;Burgos;76;Mujer;7425;111008.16
2026-05-31;Burgos;Burgos;80;Hombre;7594;144917.93
2026-05-31;Burgos;Burgos;80;Mujer;8742;133291.88
2026-05-31;Burgos;Burgos;81;Mujer;8249;136453.91
2026-05-31;Burgos;Burgos;84;Hombre;5357;103231.2
2026-05-31;Burgos;Burgos;86;Mujer;6356;103829.8
2026-05-31;Burgos;Burgos;87;Hombre;3462;68989.9
2026-05-31;Burgos;Burgos;90;Mujer;6402;102501.94
2026-05-31;Burgos;Burgos;91;Mujer;5683;88636.36
2026-05-31;Burgos;Burgos;92;Hombre;2402;41502.11
2026-05-31;Burgos;Burgos;92;Mujer;5063;83616.4
2026-05-31;Burgos;Burgos;93;Mujer;4748;71793.6
2026-05-31;Burgos;Burgos;95;Hombre;1282;22324.17
2026-05-31;Burgos;Burgos;97;Mujer;1906;28381.22
2026-05-31;Burgos;Burgos;98;Mujer;1352;19777.27
2026-05-31;Burgos;Burgos;99;Mujer;969;14218.02
2026-05-31;Burgos;Burgos;0;Hombre;754;13482.03
2026-05-31;Burgos;Burgos;100;Hombre;107;1996.34
2026-05-31;Burgos;Burgos;100;Mujer;528;7398.85
2026-05-31;Burgos;Burgos;103;Hombre;21;225.3
2026-05-31;Burgos;Burgos;103;Mujer;174;2928.24
2026-05-31;Burgos;Burgos;104;Mujer;67;734.62
2026-05-31;Burgos;Burgos;105;Mujer;29;455.88
2026-05-31;Burgos;Burgos;106;Mujer;6;103.49
2026-05-31;Burgos;Burgos;11;Mujer;574;5977.4
2026-05-31;Burgos;Burgos;13;Mujer;619;7467.56
2026-05-31;Burgos;Burgos;16;Hombre;779;11448.89
2026-05-31;Burgos;Burgos;19;Hombre;561;10073.59
2026-05-31;Burgos;Burgos;2;Hombre;613;7028.75
2026-05-31;Burgos;Burgos;22;Hombre;618;10654.38
2026-05-31;Burgos;Burgos;22;Mujer;1014;16651.95
2026-05-31;Burgos;Burgos;28;Hombre;757;13707.77
2026-05-31;Burgos;Burgos;3;Hombre;539;7706.55
2026-05-31;Burgos;Burgos;31;Hombre;685;11187.19
2026-05-31;Burgos;Burgos;31;Mujer;1348;14651.78
2026-05-31;Burgos;Burgos;34;Hombre;859;11848.86
2026-05-31;Burgos;Burgos;35;Hombre;1006;14748.21
2026-05-31;Burgos;Burgos;35;Mujer;1675;21780.01
2026-05-31;Burgos;Burgos;39;Mujer;2382;28618.49
2026-05-31;Burgos;Burgos;41;Mujer;2365;30953.94
2026-05-31;Burgos;Burgos;44;Hombre;2124;34608.88
2026-05-31;Burgos;Burgos;46;Hombre;2542;41517.55
2026-05-31;Burgos;Burgos;52;Hombre;3618;53504.95
2026-05-31;Burgos;Burgos;55;Hombre;4252;68184.62
2026-05-31;Burgos;Burgos;57;Hombre;5395;88383.74
2026-05-31;Burgos;Burgos;59;Hombre;5601;95587.11
2026-05-31;Burgos;Burgos;59;Mujer;5475;76564.57
2026-05-31;Burgos;Burgos;62;Mujer;6567;97016.59
2026-05-31;Burgos;Burgos;65;Hombre;7465;138989.56
2026-05-31;Burgos;Burgos;66;Mujer;7229;103219.32
2026-05-31;Burgos;Burgos;67;Mujer;7718;112479.94
2026-05-31;Burgos;Burgos;70;Hombre;7899;145351.37
2026-05-31;Burgos;Burgos;71;Mujer;7234;107242.34
2026-05-31;Burgos;Burgos;72;Mujer;7379;110170.71
2026-05-31;Burgos;Burgos;73;Mujer;7388;115664.16
2026-05-31;Burgos;Burgos;77;Hombre;8043;146066.98
2026-05-31;Burgos;Burgos;78;Mujer;8078;123395.41
2026-05-31;Burgos;Burgos;79;Mujer;7937;123592.35
2026-05-31;Burgos;Burgos;82;Hombre;6347;121397.93
2026-05-31;Burgos;Burgos;82;Mujer;8767;138418.1
2026-05-31;Burgos;Burgos;83;Hombre;6453;122434.0
2026-05-31;Burgos;Burgos;83;Mujer;7717;119937.73
2026-05-31;Burgos;Burgos;84;Mujer;7111;113074.26
2026-05-31;Burgos;Burgos;85;Hombre;5065;98773.94
2026-05-31;Burgos;Burgos;9;Mujer;505;10356.18
2026-05-31;Burgos;Burgos;90;Hombre;3135;57207.23
2026-05-31;Burgos;Burgos;91;Hombre;2700;52203.14
2026-05-31;Burgos;Burgos;93;Hombre;1943;34924.94
2026-05-31;Burgos;Burgos;94;Hombre;1367;23975.0
2026-05-31;Burgos;Burgos;94;Mujer;3729;56387.14
2026-05-31;Burgos;Burgos;96;Mujer;2275;35324.43
2026-05-31;Burgos;Burgos;97;Hombre;568;8693.99
2026-05-31;Burgos;Burgos;0;Mujer;676;10533.81
2026-05-31;Burgos;Burgos;1;Hombre;718;10977.82
2026-05-31;Burgos;Burgos;10;Hombre;797;9325.6
2026-05-31;Burgos;Burgos;10;Mujer;593;5824.33
2026-05-31;Burgos;Burgos;101;Hombre;88;2211.1
2026-05-31;Burgos;Burgos;102;Hombre;34;528.38
2026-05-31;Burgos;Burgos;13;Hombre;777;9003.89
2026-05-31;Burgos;Burgos;14;Hombre;769;15659.44
2026-05-31;Burgos;Burgos;16;Mujer;799;12331.44
2026-05-31;Burgos;Burgos;17;Hombre;740;10165.29
2026-05-31;Burgos;Burgos;17;Mujer;841;12932.71
2026-05-31;Burgos;Burgos;18;Hombre;652;12788.31
2026-05-31;Burgos;Burgos;18;Mujer;880;8443.43
2026-05-31;Burgos;Burgos;19;Mujer;839;11185.4
2026-05-31;Burgos;Burgos;20;Hombre;596;9785.6
2026-05-31;Burgos;Burgos;20;Mujer;893;9744.47
2026-05-31;Burgos;Burgos;21;Mujer;859;12671.37
2026-05-31;Burgos;Burgos;23;Hombre;698;11197.27
2026-05-31;Burgos;Burgos;23;Mujer;1058;13268.88
2026-05-31;Burgos;Burgos;25;Mujer;1153;14411.15
2026-05-31;Burgos;Burgos;27;Hombre;760;21021.91
2026-05-31;Burgos;Burgos;27;Mujer;999;13054.32
2026-05-31;Burgos;Burgos;28;Mujer;1146;13114.06
2026-05-31;Burgos;Burgos;3;Mujer;446;4239.15
2026-05-31;Burgos;Burgos;32;Hombre;812;13688.69
2026-05-31;Burgos;Burgos;32;Mujer;1308;15937.07
2026-05-31;Burgos;Burgos;33;Hombre;915;14374.52
2026-05-31;Burgos;Burgos;33;Mujer;1592;18933.26
2026-05-31;Burgos;Burgos;34;Mujer;1530;19869.43
2026-05-31;Burgos;Burgos;36;Mujer;1820;23187.77
2026-05-31;Burgos;Burgos;37;Hombre;1172;20673.89
2026-05-31;Burgos;Burgos;38;Hombre;1182;19931.12
2026-05-31;Burgos;Burgos;38;Mujer;2049;25777.84
2026-05-31;Burgos;Burgos;39;Hombre;1209;19914.59
2026-05-31;Burgos;Burgos;4;Hombre;474;3967.68
2026-05-31;Burgos;Burgos;40;Hombre;1365;21873.19
2026-05-31;Burgos;Burgos;40;Mujer;2322;29759.94
2026-05-31;Burgos;Burgos;41;Hombre;1578;28302.2
2026-05-31;Burgos;Burgos;42;Mujer;2509;30618.59
2026-05-31;Burgos;Burgos;44;Mujer;3070;40498.07
2026-05-31;Burgos;Burgos;45;Hombre;2191;34520.95
2026-05-31;Burgos;Burgos;47;Hombre;2645;42344.11
2026-05-31;Burgos;Burgos;47;Mujer;3587;51862.75
2026-05-31;Burgos;Burgos;5;Hombre;452;5402.67
2026-05-31;Burgos;Burgos;50;Mujer;4845;63452.33
2026-05-31;Burgos;Burgos;51;Hombre;3347;51558.47
2026-05-31;Burgos;Burgos;52;Mujer;4786;63412.49
2026-05-31;Burgos;Burgos;54;Hombre;4356;70915.09
2026-05-31;Burgos;Burgos;55;Mujer;4827;62302.65
2026-05-31;Burgos;Burgos;56;Hombre;4664;84131.31
2026-05-31;Burgos;Burgos;56;Mujer;5418;76706.24
2026-05-31;Burgos;Burgos;58;Hombre;5043;86455.75
2026-05-31;Burgos;Burgos;6;Hombre;558;7260.25
2026-05-31;Burgos;Burgos;61;Hombre;5985;107986.15
2026-05-31;Burgos;Burgos;61;Mujer;6624;89895.21
2026-05-31;Burgos;Burgos;62;Hombre;6245;110853.69
2026-05-31;Burgos;Burgos;63;Hombre;6626;120868.04
2026-05-31;Burgos;Burgos;64;Mujer;6935;100747.13
2026-05-31;Burgos;Burgos;65;Mujer;7161;109317.3
2026-05-31;Burgos;Burgos;67;Hombre;7672;139028.1
2026-05-31;Burgos;Burgos;68;Hombre;8483;158947.11
2026-05-31;Burgos;Burgos;7;Hombre;597;6792.96
2026-05-31;Burgos;Burgos;70;Mujer;7389;110052.52
2026-05-31;Burgos;Burgos;73;Hombre;7771;138277.26
2026-05-31;Burgos;Burgos;75;Hombre;8000;146976.71
2026-05-31;Burgos;Burgos;75;Mujer;7394;115230.72
2026-05-31;Burgos;Burgos;76;Hombre;7886;147589.46
2026-05-31;Burgos;Burgos;77;Mujer;8149;123851.27
2026-05-31;Burgos;Burgos;78;Hombre;7751;148415.13
2026-05-31;Burgos;Burgos;79;Hombre;7055;132377.83
2026-05-31;Burgos;Burgos;8;Hombre;705;11084.82
2026-05-31;Burgos;Burgos;8;Mujer;563;6838.0
2026-05-31;Burgos;Burgos;81;Hombre;6921;128407.63
2026-05-31;Burgos;Burgos;85;Mujer;7384;116890.16
2026-05-31;Burgos;Burgos;86;Hombre;4542;88188.61
2026-05-31;Burgos;Burgos;87;Mujer;5985;97666.66
2026-05-31;Burgos;Burgos;88;Hombre;3484;71087.21
2026-05-31;Burgos;Burgos;88;Mujer;5821;94590.13
2026-05-31;Burgos;Burgos;89;Hombre;3584;71340.33
2026-05-31;Burgos;Burgos;89;Mujer;7524;117639.13
2026-05-31;Burgos;Burgos;9;Hombre;728;13014.97
2026-05-31;Burgos;Burgos;95;Mujer;3148;51953.31
2026-05-31;Burgos;Burgos;96;Hombre;900;15726.99
2026-05-31;Burgos;Burgos;98;Hombre;310;5261.85
2026-05-31;Burgos;Burgos;99;Hombre;159;1977.21
2026-05-31;LeÛn;El Bierzo;0;Hombre;316;4441.34
2026-05-31;LeÛn;El Bierzo;1;Mujer;211;2395.64
2026-05-31;LeÛn;El Bierzo;10;Mujer;218;2187.83
2026-05-31;LeÛn;El Bierzo;100;Mujer;262;3962.38
2026-05-31;LeÛn;El Bierzo;101;Mujer;74;1057.77
2026-05-31;LeÛn;El Bierzo;103;Hombre;3;6.23
2026-05-31;LeÛn;El Bierzo;103;Mujer;36;667.44
2026-05-31;LeÛn;El Bierzo;11;Hombre;266;3509.33
2026-05-31;LeÛn;El Bierzo;12;Mujer;206;2684.16
2026-05-31;LeÛn;El Bierzo;13;Hombre;279;3939.18
2026-05-31;LeÛn;El Bierzo;14;Hombre;332;4564.75
2026-05-31;LeÛn;El Bierzo;14;Mujer;254;2477.17
2026-05-31;LeÛn;El Bierzo;15;Hombre;233;3141.37
2026-05-31;LeÛn;El Bierzo;16;Hombre;245;3057.14
