Mes de facturaciÛn;Provincia;¡rea;Edad;Sexo;N∫ envases;Importe
2026-04-30;Valladolid;Valladolid Oeste;94;Hombre;1060;18846.07
2026-04-30;Valladolid;Valladolid Oeste;96;Hombre;432;8532.62
2026-04-30;Valladolid;Valladolid Oeste;96;Mujer;1298;19956.18
2026-04-30;Valladolid;Valladolid Oeste;97;Hombre;355;6644.72
2026-04-30;Valladolid;Valladolid Oeste;98;Mujer;706;11005.65
2026-04-30;Valladolid;Valladolid Este;10;Mujer;343;6036.21
2026-04-30;Valladolid;Valladolid Este;100;Hombre;112;3091.35
2026-04-30;Valladolid;Valladolid Este;100;Mujer;349;7041.31
2026-04-30;Valladolid;Valladolid Este;103;Mujer;118;1403.43
2026-04-30;Valladolid;Valladolid Este;105;Mujer;18;849.43
2026-04-30;Valladolid;Valladolid Este;11;Hombre;602;8579.09
2026-04-30;Valladolid;Valladolid Este;12;Hombre;534;7288.95
2026-04-30;Valladolid;Valladolid Este;12;Mujer;346;3873.55
2026-04-30;Valladolid;Valladolid Este;14;Hombre;460;6320.91
2026-04-30;Valladolid;Valladolid Este;15;Hombre;550;10641.8
2026-04-30;Valladolid;Valladolid Este;15;Mujer;581;6781.35
2026-04-30;Valladolid;Valladolid Este;16;Mujer;625;6537.26
2026-04-30;Valladolid;Valladolid Este;19;Hombre;550;9084.67
2026-04-30;Valladolid;Valladolid Este;2;Mujer;343;2678.81
2026-04-30;Valladolid;Valladolid Este;21;Hombre;520;9365.04
2026-04-30;Valladolid;Valladolid Este;21;Mujer;828;8309.47
2026-04-30;Valladolid;Valladolid Este;23;Mujer;763;11656.3
2026-04-30;Valladolid;Valladolid Este;24;Mujer;872;9708.26
2026-04-30;Valladolid;Valladolid Este;25;Mujer;954;13917.33
2026-04-30;Valladolid;Valladolid Este;27;Hombre;577;13903.57
2026-04-30;Valladolid;Valladolid Este;29;Hombre;491;8335.2
2026-04-30;Valladolid;Valladolid Este;3;Hombre;361;2010.22
2026-04-30;Valladolid;Valladolid Este;31;Hombre;632;11465.9
2026-04-30;Valladolid;Valladolid Este;33;Mujer;1212;16662.03
2026-04-30;Valladolid;Valladolid Este;34;Mujer;1423;24239.7
2026-04-30;Valladolid;Valladolid Este;35;Mujer;1290;18789.61
2026-04-30;Valladolid;Valladolid Este;37;Hombre;937;15861.6
2026-04-30;Valladolid;Valladolid Este;4;Hombre;297;3937.2
2026-04-30;Valladolid;Valladolid Este;42;Hombre;1387;24030.73
2026-04-30;Valladolid;Valladolid Este;44;Hombre;1649;25833.21
2026-04-30;Valladolid;Valladolid Este;44;Mujer;2494;27932.26
2026-04-30;Valladolid;Valladolid Este;45;Hombre;1976;30277.38
2026-04-30;Valladolid;Valladolid Este;49;Hombre;2675;41963.41
2026-04-30;Valladolid;Valladolid Este;49;Mujer;3623;45021.83
2026-04-30;Valladolid;Valladolid Este;5;Hombre;227;2303.53
2026-04-30;Valladolid;Valladolid Este;51;Hombre;3018;56418.5
2026-04-30;Valladolid;Valladolid Este;54;Mujer;4209;56968.2
2026-04-30;Valladolid;Valladolid Este;55;Mujer;4065;55202.52
2026-04-30;Valladolid;Valladolid Este;57;Hombre;3825;62409.84
2026-04-30;Valladolid;Valladolid Este;6;Hombre;334;3461.65
2026-04-30;Valladolid;Valladolid Este;60;Hombre;4475;73322.72
2026-04-30;Valladolid;Valladolid Este;62;Hombre;4977;87771.26
2026-04-30;Valladolid;Valladolid Este;63;Hombre;5082;88931.11
2026-04-30;Valladolid;Valladolid Este;67;Hombre;5734;94875.44
2026-04-30;Valladolid;Valladolid Este;67;Mujer;6317;93253.13
2026-04-30;Valladolid;Valladolid Este;70;Mujer;7129;97729.05
2026-04-30;Valladolid;Valladolid Este;74;Hombre;6193;111860.6
2026-04-30;Valladolid;Valladolid Este;74;Mujer;6445;90121.97
2026-04-30;Valladolid;Valladolid Este;76;Hombre;6661;118424.93
2026-04-30;Valladolid;Valladolid Este;76;Mujer;7988;119707.16
2026-04-30;Valladolid;Valladolid Este;77;Mujer;8450;123164.88
2026-04-30;Valladolid;Valladolid Este;78;Mujer;8554;129064.33
2026-04-30;Valladolid;Valladolid Este;79;Mujer;7658;110607.55
2026-04-30;Valladolid;Valladolid Este;8;Mujer;307;5436.72
2026-04-30;Valladolid;Valladolid Este;83;Hombre;5624;102257.66
2026-04-30;Valladolid;Valladolid Este;83;Mujer;7084;108594.52
2026-04-30;Valladolid;Valladolid Este;85;Hombre;4818;96214.5
2026-04-30;Valladolid;Valladolid Este;85;Mujer;7544;126086.23
2026-04-30;Valladolid;Valladolid Este;87;Mujer;5570;91446.16
2026-04-30;Valladolid;Valladolid Este;89;Mujer;5959;105944.66
2026-04-30;Valladolid;Valladolid Este;91;Hombre;2078;39728.32
2026-04-30;Valladolid;Valladolid Este;93;Mujer;3558;61520.51
2026-04-30;Valladolid;Valladolid Este;95;Hombre;805;13656.88
2026-04-30;Valladolid;Valladolid Este;95;Mujer;2414;40678.55
2026-04-30;Valladolid;Valladolid Este;97;Hombre;306;5984.31
2026-04-30;Valladolid;Valladolid Este;98;Hombre;155;1956.35
2026-04-30;Valladolid;Valladolid Este;98;Mujer;840;16319.09
2026-04-30;Valladolid;Valladolid Oeste;0;Hombre;986;22823.79
2026-04-30;Valladolid;Valladolid Oeste;0;Mujer;826;18747.16
2026-04-30;Valladolid;Valladolid Oeste;101;Mujer;219;3040.99
2026-04-30;Valladolid;Valladolid Oeste;102;Hombre;16;383.47
2026-04-30;Valladolid;Valladolid Oeste;103;Hombre;13;250.51
2026-04-30;Valladolid;Valladolid Oeste;107;Mujer;5;24.13
2026-04-30;Valladolid;Valladolid Oeste;110;Mujer;2;151.45
2026-04-30;Valladolid;Valladolid Oeste;12;Mujer;526;5779.64
2026-04-30;Valladolid;Valladolid Oeste;14;Hombre;611;8872.92
2026-04-30;Valladolid;Valladolid Oeste;15;Hombre;650;11412.93
2026-04-30;Valladolid;Valladolid Oeste;15;Mujer;643;8833.33
2026-04-30;Valladolid;Valladolid Oeste;16;Hombre;654;10410.86
2026-04-30;Valladolid;Valladolid Oeste;16;Mujer;684;8005.63
2026-04-30;Valladolid;Valladolid Oeste;18;Mujer;741;9489.04
2026-04-30;Valladolid;Valladolid Oeste;19;Hombre;588;10901.46
2026-04-30;Valladolid;Valladolid Oeste;19;Mujer;854;8596.73
2026-04-30;Valladolid;Valladolid Oeste;2;Hombre;447;4414.33
2026-04-30;Valladolid;Valladolid Oeste;20;Hombre;629;11314.43
2026-04-30;Valladolid;Valladolid Oeste;21;Mujer;852;9733.3
2026-04-30;Valladolid;Valladolid Oeste;22;Hombre;539;8818.72
2026-04-30;Valladolid;Valladolid Oeste;24;Hombre;554;9318.56
2026-04-30;Valladolid;Valladolid Oeste;26;Hombre;464;6619.14
2026-04-30;Valladolid;Valladolid Oeste;27;Hombre;591;9997.76
2026-04-30;Valladolid;Valladolid Oeste;3;Mujer;293;2400.39
2026-04-30;Valladolid;Valladolid Oeste;31;Mujer;1020;11263.57
2026-04-30;Valladolid;Valladolid Oeste;32;Mujer;1274;15450.58
2026-04-30;Valladolid;Valladolid Oeste;34;Mujer;1314;17738.74
2026-04-30;Valladolid;Valladolid Oeste;36;Hombre;838;13615.49
2026-04-30;Valladolid;Valladolid Oeste;40;Hombre;1197;17610.41
2026-04-30;Valladolid;Valladolid Oeste;42;Hombre;1216;17437.87
2026-04-30;Valladolid;Valladolid Oeste;43;Hombre;1314;20013.41
2026-04-30;Valladolid;Valladolid Oeste;47;Mujer;3177;33834.95
2026-04-30;Valladolid;Valladolid Oeste;49;Hombre;2699;47235.58
2026-04-30;Valladolid;Valladolid Oeste;49;Mujer;3739;50644.0
2026-04-30;Valladolid;Valladolid Oeste;5;Mujer;262;2211.23
2026-04-30;Valladolid;Valladolid Oeste;53;Hombre;3083;53649.34
2026-04-30;Valladolid;Valladolid Oeste;54;Mujer;4113;58349.36
2026-04-30;Valladolid;Valladolid Oeste;55;Hombre;3547;53731.83
2026-04-30;Valladolid;Valladolid Oeste;55;Mujer;4538;58910.49
2026-04-30;Valladolid;Valladolid Oeste;57;Mujer;4413;53513.65
2026-04-30;Valladolid;Valladolid Oeste;59;Hombre;3864;63770.06
2026-04-30;Valladolid;Valladolid Oeste;6;Hombre;356;3131.56
2026-04-30;Valladolid;Valladolid Oeste;62;Mujer;5238;73351.56
2026-04-30;Valladolid;Valladolid Oeste;63;Mujer;5082;71250.73
2026-04-30;Valladolid;Valladolid Oeste;67;Hombre;5165;84698.95
2026-04-30;Valladolid;Valladolid Oeste;68;Hombre;5243;90186.11
2026-04-30;Valladolid;Valladolid Oeste;7;Hombre;357;4622.75
2026-04-30;Valladolid;Valladolid Oeste;70;Mujer;6176;83353.83
2026-04-30;Valladolid;Valladolid Oeste;74;Mujer;5786;81760.11
2026-04-30;Valladolid;Valladolid Oeste;77;Hombre;5876;102383.14
2026-04-30;Valladolid;Valladolid Oeste;81;Hombre;5088;91005.42
2026-04-30;Valladolid;Valladolid Oeste;81;Mujer;6684;100019.81
2026-04-30;Valladolid;Valladolid Oeste;83;Hombre;4233;78991.76
2026-04-30;Valladolid;Valladolid Oeste;88;Hombre;2335;42765.67
2026-04-30;Valladolid;Valladolid Oeste;89;Mujer;4659;75507.65
2026-04-30;Valladolid;Valladolid Oeste;9;Hombre;573;9362.22
2026-04-30;Valladolid;Valladolid Oeste;90;Hombre;2043;37965.51
2026-04-30;Valladolid;Valladolid Oeste;90;Mujer;4164;65225.06
2026-04-30;Valladolid;Valladolid Oeste;91;Hombre;1419;27321.82
2026-04-30;Valladolid;Valladolid Oeste;91;Mujer;3564;58587.2
2026-04-30;Valladolid;Valladolid Oeste;93;Hombre;968;15485.81
2026-04-30;Valladolid;Valladolid Oeste;94;Mujer;1989;30610.22
2026-04-30;Valladolid;Valladolid Oeste;97;Mujer;929;16861.19
2026-04-30;Valladolid;Valladolid Oeste;99;Hombre;78;1263.25
2026-04-30;Valladolid;Valladolid Este;0;Mujer;562;10513.16
2026-04-30;Valladolid;Valladolid Este;1;Hombre;572;5581.21
2026-04-30;Valladolid;Valladolid Este;1;Mujer;399;3044.59
2026-04-30;Valladolid;Valladolid Este;101;Hombre;54;725.67
2026-04-30;Valladolid;Valladolid Este;102;Hombre;10;29.03
2026-04-30;Valladolid;Valladolid Este;103;Hombre;9;167.67
2026-04-30;Valladolid;Valladolid Este;104;Mujer;44;757.04
2026-04-30;Valladolid;Valladolid Este;106;Hombre;5;229.58
2026-04-30;Valladolid;Valladolid Este;106;Mujer;24;689.38
2026-04-30;Valladolid;Valladolid Este;11;Mujer;424;6809.6
2026-04-30;Valladolid;Valladolid Este;14;Mujer;509;5983.85
2026-04-30;Valladolid;Valladolid Este;17;Hombre;587;10043.07
2026-04-30;Valladolid;Valladolid Este;18;Hombre;467;7837.11
2026-04-30;Valladolid;Valladolid Este;18;Mujer;755;6947.98
2026-04-30;Valladolid;Valladolid Este;2;Hombre;352;2028.72
2026-04-30;Valladolid;Valladolid Este;22;Mujer;883;11330.71
2026-04-30;Valladolid;Valladolid Este;23;Hombre;522;9368.9
2026-04-30;Valladolid;Valladolid Este;25;Hombre;476;6384.82
2026-04-30;Valladolid;Valladolid Este;27;Mujer;961;14742.15
2026-04-30;Valladolid;Valladolid Este;28;Mujer;1044;11845.57
2026-04-30;Valladolid;Valladolid Este;29;Mujer;1182;13729.72
2026-04-30;Valladolid;Valladolid Este;3;Mujer;248;2498.69
2026-04-30;Valladolid;Valladolid Este;30;Hombre;597;11266.4
2026-04-30;Valladolid;Valladolid Este;31;Mujer;1127;14197.54
2026-04-30;Valladolid;Valladolid Este;34;Hombre;819;12328.22
2026-04-30;Valladolid;Valladolid Este;36;Hombre;798;9841.19
2026-04-30;Valladolid;Valladolid Este;36;Mujer;1368;20915.22
2026-04-30;Valladolid;Valladolid Este;38;Mujer;1502;26167.01
2026-04-30;Valladolid;Valladolid Este;41;Mujer;2156;29337.71
2026-04-30;Valladolid;Valladolid Este;43;Hombre;1446;22525.32
2026-04-30;Valladolid;Valladolid Este;43;Mujer;2342;30446.82
2026-04-30;Valladolid;Valladolid Este;46;Hombre;2017;30023.87
2026-04-30;Valladolid;Valladolid Este;46;Mujer;3135;37649.0
2026-04-30;Valladolid;Valladolid Este;47;Hombre;2219;35179.94
2026-04-30;Valladolid;Valladolid Este;48;Mujer;3293;39966.18
2026-04-30;Valladolid;Valladolid Este;5;Mujer;256;4065.78
2026-04-30;Valladolid;Valladolid Este;54;Hombre;3356;51564.58
2026-04-30;Valladolid;Valladolid Este;55;Hombre;3453;56698.21
2026-04-30;Valladolid;Valladolid Este;57;Mujer;4722;61765.1
2026-04-30;Valladolid;Valladolid Este;58;Hombre;4020;72714.05
2026-04-30;Valladolid;Valladolid Este;59;Hombre;4469;72748.78
2026-04-30;Valladolid;Valladolid Este;59;Mujer;5008;70021.51
2026-04-30;Valladolid;Valladolid Este;61;Hombre;4893;78971.54
2026-04-30;Valladolid;Valladolid Este;61;Mujer;5360;71928.8
2026-04-30;Valladolid;Valladolid Este;62;Mujer;5549;73863.55
2026-04-30;Valladolid;Valladolid Este;63;Mujer;5786;82120.11
2026-04-30;Valladolid;Valladolid Este;64;Mujer;5632;74400.24
2026-04-30;Valladolid;Valladolid Este;65;Hombre;5665;106068.06
2026-04-30;Valladolid;Valladolid Este;65;Mujer;6225;79393.52
2026-04-30;Valladolid;Valladolid Este;68;Mujer;6980;96430.47
2026-04-30;Valladolid;Valladolid Este;69;Mujer;6505;92076.39
2026-04-30;Valladolid;Valladolid Este;70;Hombre;5881;108910.08
2026-04-30;Valladolid;Valladolid Este;71;Mujer;6659;99804.81
2026-04-30;Valladolid;Valladolid Este;72;Hombre;5706;98472.68
2026-04-30;Valladolid;Valladolid Este;72;Mujer;6681;99347.89
2026-04-30;Valladolid;Valladolid Este;79;Hombre;5580;101752.47
2026-04-30;Valladolid;Valladolid Este;81;Mujer;8669;143825.1
2026-04-30;Valladolid;Valladolid Este;84;Hombre;5055;95853.6
2026-04-30;Valladolid;Valladolid Este;86;Hombre;3447;65166.11
2026-04-30;Valladolid;Valladolid Este;87;Hombre;2969;56684.12
2026-04-30;Valladolid;Valladolid Este;88;Mujer;4795;79208.44
2026-04-30;Valladolid;Valladolid Este;89;Hombre;3007;60816.69
2026-04-30;Valladolid;Valladolid Este;9;Hombre;509;7947.68
2026-04-30;Valladolid;Valladolid Este;9;Mujer;348;4686.0
2026-04-30;Valladolid;Valladolid Este;90;Hombre;2373;46739.26
2026-04-30;Valladolid;Valladolid Este;92;Hombre;1872;32988.44
2026-04-30;Valladolid;Valladolid Este;94;Mujer;2680;49940.66
2026-04-30;Valladolid;Valladolid Este;97;Mujer;1094;16906.52
2026-04-30;Valladolid;Valladolid Este;99;Hombre;208;3760.35
2026-04-30;Valladolid;Valladolid Este;99;Mujer;556;10561.81
2026-04-30;Valladolid;Valladolid Oeste;1;Mujer;554;6991.78
2026-04-30;Valladolid;Valladolid Oeste;102;Mujer;182;3084.77
2026-04-30;Valladolid;Valladolid Oeste;103;Mujer;84;1478.54
2026-04-30;Valladolid;Valladolid Oeste;104;Mujer;25;154.3
2026-04-30;Valladolid;Valladolid Oeste;106;Mujer;24;240.0
2026-04-30;Valladolid;Valladolid Oeste;109;Mujer;13;449.39
2026-04-30;Valladolid;Valladolid Oeste;12;Hombre;600;6202.02
2026-04-30;Valladolid;Valladolid Oeste;13;Hombre;747;11653.47
2026-04-30;Valladolid;Valladolid Oeste;14;Mujer;601;7581.75
2026-04-30;Valladolid;Valladolid Oeste;20;Mujer;839;11781.38
2026-04-30;Valladolid;Valladolid Oeste;23;Hombre;482;6221.9
2026-04-30;Valladolid;Valladolid Oeste;24;Mujer;812;9893.29
2026-04-30;Valladolid;Valladolid Oeste;25;Hombre;574;8872.37
2026-04-30;Valladolid;Valladolid Oeste;27;Mujer;924;13417.04
2026-04-30;Valladolid;Valladolid Oeste;28;Mujer;975;11911.04
2026-04-30;Valladolid;Valladolid Oeste;29;Hombre;401;6459.2
2026-04-30;Valladolid;Valladolid Oeste;29;Mujer;936;11124.19
2026-04-30;Valladolid;Valladolid Oeste;3;Hombre;380;2682.02
2026-04-30;Valladolid;Valladolid Oeste;31;Hombre;644;9583.18
2026-04-30;Valladolid;Valladolid Oeste;32;Hombre;684;9212.36
2026-04-30;Valladolid;Valladolid Oeste;33;Mujer;1168;14899.78
2026-04-30;Valladolid;Valladolid Oeste;35;Mujer;1227;18188.51
2026-04-30;Valladolid;Valladolid Oeste;4;Hombre;326;3776.94
2026-04-30;Valladolid;Valladolid Oeste;4;Mujer;330;3348.91
2026-04-30;Valladolid;Valladolid Oeste;42;Mujer;2275;27803.72
2026-04-30;Valladolid;Valladolid Oeste;43;Mujer;2523;29138.29
2026-04-30;Valladolid;Valladolid Oeste;45;Hombre;1743;27934.76
2026-04-30;Valladolid;Valladolid Oeste;45;Mujer;2597;30370.09
2026-04-30;Valladolid;Valladolid Oeste;46;Hombre;1802;31221.84
2026-04-30;Valladolid;Valladolid Oeste;46;Mujer;2948;35910.14
2026-04-30;Valladolid;Valladolid Oeste;48;Hombre;2281;35350.69
2026-04-30;Valladolid;Valladolid Oeste;5;Hombre;354;3529.49
2026-04-30;Valladolid;Valladolid Oeste;50;Hombre;2975;43797.5
2026-04-30;Valladolid;Valladolid Oeste;50;Mujer;3535;40226.65
2026-04-30;Valladolid;Valladolid Oeste;51;Hombre;2935;45768.02
2026-04-30;Valladolid;Valladolid Oeste;51;Mujer;4367;55569.78
2026-04-30;Valladolid;Valladolid Oeste;53;Mujer;4614;55501.12
2026-04-30;Valladolid;Valladolid Oeste;56;Mujer;4432;59756.71
2026-04-30;Valladolid;Valladolid Oeste;58;Mujer;4441;56162.45
2026-04-30;Valladolid;Valladolid Oeste;59;Mujer;4634;58957.37
2026-04-30;Valladolid;Valladolid Oeste;6;Mujer;359;3367.14
2026-04-30;Valladolid;Valladolid Oeste;63;Hombre;4616;79477.39
2026-04-30;Valladolid;Valladolid Oeste;64;Hombre;4877;80751.79
2026-04-30;Valladolid;Valladolid Oeste;64;Mujer;5249;69945.1
2026-04-30;Valladolid;Valladolid Oeste;66;Hombre;5714;105773.66
2026-04-30;Valladolid;Valladolid Oeste;66;Mujer;5775;78868.27
2026-04-30;Valladolid;Valladolid Oeste;69;Mujer;6023;81357.44
2026-04-30;Valladolid;Valladolid Oeste;71;Mujer;6314;86424.75
2026-04-30;Valladolid;Valladolid Oeste;72;Hombre;5132;98995.38
2026-04-30;Valladolid;Valladolid Oeste;73;Mujer;5994;88592.73
2026-04-30;Valladolid;Valladolid Oeste;74;Hombre;5376;91915.48
2026-04-30;Valladolid;Valladolid Oeste;75;Mujer;6296;90986.95
2026-04-30;Valladolid;Valladolid Oeste;78;Mujer;6474;90281.99
2026-04-30;Valladolid;Valladolid Oeste;79;Hombre;4862;83766.96
2026-04-30;Valladolid;Valladolid Oeste;79;Mujer;5715;84088.22
2026-04-30;Valladolid;Valladolid Oeste;8;Hombre;463;6155.82
2026-04-30;Valladolid;Valladolid Oeste;8;Mujer;367;6091.51
2026-04-30;Valladolid;Valladolid Oeste;80;Hombre;5021;88847.6
2026-04-30;Valladolid;Valladolid Oeste;85;Mujer;5607;85533.91
2026-04-30;Valladolid;Valladolid Oeste;86;Hombre;2652;47702.4
2026-04-30;Valladolid;Valladolid Oeste;86;Mujer;4429;66716.54
2026-04-30;Valladolid;Valladolid Oeste;87;Mujer;3603;57029.66
2026-04-30;Valladolid;Valladolid Oeste;88;Mujer;3760;59469.77
2026-04-30;Valladolid;Valladolid Oeste;9;Mujer;371;5567.81
2026-04-30;Valladolid;Valladolid Oeste;93;Mujer;2655;43172.53
2026-04-30;Valladolid;Valladolid Oeste;95;Hombre;648;10887.19
2026-04-30;Valladolid;Valladolid Oeste;95;Mujer;1924;33848.69
2026-04-30;Valladolid;Valladolid Oeste;98;Hombre;235;3563.63
2026-04-30;Valladolid;Valladolid Oeste;99;Mujer;388;6084.97
2026-04-30;Zamora;Zamora;0;Hombre;294;5347.16
2026-04-30;Zamora;Zamora;10;Hombre;366;5743.92
2026-04-30;Zamora;Zamora;10;Mujer;253;2292.54
2026-04-30;Zamora;Zamora;104;Hombre;30;279.47
2026-04-30;Zamora;Zamora;106;Mujer;3;149.83
2026-04-30;Zamora;Zamora;11;Mujer;310;3196.17
2026-04-30;Zamora;Zamora;15;Mujer;339;3839.8
2026-04-30;Zamora;Zamora;18;Mujer;370;3383.15
2026-04-30;Zamora;Zamora;21;Mujer;490;5028.54
2026-04-30;Zamora;Zamora;22;Mujer;455;4315.91
2026-04-30;Zamora;Zamora;3;Mujer;151;865.21
2026-04-30;Zamora;Zamora;30;Hombre;294;4312.69
2026-04-30;Zamora;Zamora;30;Mujer;539;5282.41
2026-04-30;Zamora;Zamora;36;Hombre;423;6389.09
2026-04-30;Zamora;Zamora;38;Hombre;439;7462.07
2026-04-30;Zamora;Zamora;39;Hombre;587;7374.06
2026-04-30;Zamora;Zamora;39;Mujer;927;12361.93
2026-04-30;Zamora;Zamora;40;Mujer;1060;12158.05
2026-04-30;Zamora;Zamora;42;Mujer;1307;12859.7
2026-04-30;Zamora;Zamora;45;Hombre;1193;19027.61
2026-04-30;Zamora;Zamora;48;Mujer;2044;23552.63
2026-04-30;Zamora;Zamora;50;Mujer;2133;26972.83
2026-04-30;Zamora;Zamora;54;Mujer;2455;29501.73
2026-04-30;Zamora;Zamora;56;Mujer;2768;36406.72
2026-04-30;Zamora;Zamora;57;Mujer;3006;37857.03
2026-04-30;Zamora;Zamora;58;Mujer;3561;47305.9
2026-04-30;Zamora;Zamora;6;Hombre;295;3019.17
2026-04-30;Zamora;Zamora;60;Mujer;3701;48693.87
2026-04-30;Zamora;Zamora;61;Hombre;3523;57012.11
2026-04-30;Zamora;Zamora;63;Mujer;4293;58319.9
2026-04-30;Zamora;Zamora;65;Hombre;4479;81652.42
2026-04-30;Zamora;Zamora;67;Hombre;4671;79892.4
2026-04-30;Zamora;Zamora;67;Mujer;4667;63373.94
2026-04-30;Zamora;Zamora;68;Hombre;4991;93087.38
2026-04-30;Zamora;Zamora;7;Hombre;280;3671.67
2026-04-30;Zamora;Zamora;7;Mujer;189;1619.62
2026-04-30;Zamora;Zamora;70;Hombre;4654;82395.96
2026-04-30;Zamora;Zamora;70;Mujer;4697;65670.65
2026-04-30;Zamora;Zamora;71;Mujer;4803;66199.54
2026-04-30;Zamora;Zamora;72;Mujer;4640;62353.38
2026-04-30;Zamora;Zamora;74;Mujer;4207;62957.12
2026-04-30;Zamora;Zamora;77;Mujer;5774;84780.91
2026-04-30;Zamora;Zamora;8;Mujer;205;4046.25
2026-04-30;Zamora;Zamora;80;Hombre;4116;75516.89
2026-04-30;Zamora;Zamora;80;Mujer;5561;76788.69
2026-04-30;Zamora;Zamora;84;Hombre;3663;66851.96
2026-04-30;Zamora;Zamora;85;Hombre;3556;63228.03
2026-04-30;Zamora;Zamora;86;Hombre;2951;53446.02
2026-04-30;Zamora;Zamora;86;Mujer;4700;65640.6
2026-04-30;Zamora;Zamora;87;Hombre;2681;47980.01
2026-04-30;Zamora;Zamora;87;Mujer;4520;65722.63
2026-04-30;Zamora;Zamora;9;Mujer;179;3233.94
2026-04-30;Zamora;Zamora;91;Hombre;2172;35415.92
2026-04-30;Zamora;Zamora;92;Hombre;2130;32521.13
2026-04-30;Zamora;Zamora;93;Mujer;3147;43202.08
2026-04-30;Zamora;Zamora;94;Mujer;2291;33133.97
2026-04-30;Zamora;Zamora;95;Hombre;681;9729.87
2026-04-30;Zamora;Zamora;96;Hombre;570;9224.46
2026-04-30;Zamora;Zamora;97;Hombre;410;7545.94
2026-04-30;Zamora;Zamora;99;Hombre;159;2586.41
2026-04-30;Zamora;Zamora;1;Hombre;240;1142.04
2026-04-30;Zamora;Zamora;100;Mujer;384;4115.56
2026-04-30;Zamora;Zamora;101;Hombre;71;525.16
2026-04-30;Zamora;Zamora;101;Mujer;246;2419.68
2026-04-30;Zamora;Zamora;103;Mujer;75;987.38
2026-04-30;Zamora;Zamora;11;Hombre;281;2987.36
2026-04-30;Zamora;Zamora;12;Hombre;419;4720.3
2026-04-30;Zamora;Zamora;12;Mujer;211;4672.23
2026-04-30;Zamora;Zamora;13;Hombre;278;3181.58
2026-04-30;Zamora;Zamora;14;Mujer;334;5612.55
2026-04-30;Zamora;Zamora;15;Hombre;320;4817.49
2026-04-30;Zamora;Zamora;16;Hombre;336;3198.57
2026-04-30;Zamora;Zamora;16;Mujer;399;5449.17
2026-04-30;Zamora;Zamora;17;Hombre;303;3858.69
2026-04-30;Zamora;Zamora;18;Hombre;295;4382.85
2026-04-30;Zamora;Zamora;19;Hombre;284;4198.65
2026-04-30;Zamora;Zamora;20;Hombre;290;5671.32
2026-04-30;Zamora;Zamora;22;Hombre;283;2910.57
2026-04-30;Zamora;Zamora;23;Mujer;484;6455.76
2026-04-30;Zamora;Zamora;24;Hombre;265;3337.23
2026-04-30;Zamora;Zamora;27;Mujer;488;5158.51
2026-04-30;Zamora;Zamora;29;Hombre;265;6029.09
2026-04-30;Zamora;Zamora;29;Mujer;650;7351.92
2026-04-30;Zamora;Zamora;3;Hombre;163;1490.88
2026-04-30;Zamora;Zamora;31;Hombre;310;5911.3
2026-04-30;Zamora;Zamora;31;Mujer;658;8568.9
2026-04-30;Zamora;Zamora;32;Hombre;373;4337.12
2026-04-30;Zamora;Zamora;32;Mujer;660;7161.6
2026-04-30;Zamora;Zamora;34;Mujer;825;9548.17
2026-04-30;Zamora;Zamora;35;Hombre;449;5768.53
2026-04-30;Zamora;Zamora;35;Mujer;827;10217.95
2026-04-30;Zamora;Zamora;36;Mujer;904;10615.43
2026-04-30;Zamora;Zamora;4;Hombre;144;1173.44
2026-04-30;Zamora;Zamora;41;Mujer;1301;16623.47
2026-04-30;Zamora;Zamora;42;Hombre;793;12186.37
2026-04-30;Zamora;Zamora;43;Hombre;774;12248.09
2026-04-30;Zamora;Zamora;43;Mujer;1369;16754.42
2026-04-30;Zamora;Zamora;44;Hombre;963;19791.34
2026-04-30;Zamora;Zamora;44;Mujer;1440;19454.51
2026-04-30;Zamora;Zamora;46;Hombre;1234;18049.46
2026-04-30;Zamora;Zamora;46;Mujer;1782;21649.69
2026-04-30;Zamora;Zamora;47;Hombre;1395;23809.85
2026-04-30;Zamora;Zamora;47;Mujer;2027;24546.54
2026-04-30;Zamora;Zamora;49;Hombre;1520;24548.76
2026-04-30;Zamora;Zamora;5;Hombre;225;2733.92
2026-04-30;Zamora;Zamora;51;Mujer;2193;26695.1
2026-04-30;Zamora;Zamora;52;Mujer;2636;33880.36
2026-04-30;Zamora;Zamora;55;Mujer;2940;40024.86
2026-04-30;Zamora;Zamora;56;Hombre;2576;40206.35
2026-04-30;Zamora;Zamora;59;Mujer;3391;45756.49
2026-04-30;Zamora;Zamora;6;Mujer;177;1188.96
2026-04-30;Zamora;Zamora;61;Mujer;4070;57722.89
2026-04-30;Zamora;Zamora;62;Hombre;3705;66579.04
2026-04-30;Zamora;Zamora;64;Hombre;4209;75294.42
2026-04-30;Zamora;Zamora;66;Hombre;5341;92220.36
2026-04-30;Zamora;Zamora;69;Hombre;4816;86950.23
2026-04-30;Zamora;Zamora;75;Mujer;4834;65309.4
2026-04-30;Zamora;Zamora;78;Hombre;4826;87282.38
2026-04-30;Zamora;Zamora;81;Hombre;4595;85092.65
2026-04-30;Zamora;Zamora;81;Mujer;5491;82556.74
2026-04-30;Zamora;Zamora;82;Hombre;4647;82595.39
2026-04-30;Zamora;Zamora;82;Mujer;5542;83909.44
2026-04-30;Zamora;Zamora;83;Hombre;4190;78040.44
2026-04-30;Zamora;Zamora;85;Mujer;6148;96057.32
