fecha;provincia;Sexo;edad;personas_vacunadas_campaña_2025_acumulado;porcentaje_residentes_campaña_2025;sigla
2025-12-28;Palencia;Mujer;70-79;3208;35.46318815;PA
2025-12-28;Palencia;Mujer;80-89;3163;51.5482399;PA
2025-12-28;Palencia;Mujer;>89;1927;68.09187279;PA
2025-12-28;Palencia;Hombre;20-29;103;1.467863759;PA
2025-12-28;Palencia;Hombre;40-49;348;3.069053708;PA
2025-12-28;Palencia;Hombre;>89;761;70.79069767;PA
2025-12-28;Palencia;Mujer;0-4;4;0.179937022;PA
2025-12-28;Palencia;Mujer;05-12;17;0.360016942;PA
2025-12-28;Palencia;Mujer;40-49;415;3.79237869;PA
2025-12-28;Palencia;Hombre;0-4;5;0.209643606;PA
2025-12-28;Palencia;Hombre;70-79;3907;45.54674749;PA
2025-12-28;Palencia;Mujer;20-29;88;1.33393967;PA
2025-12-28;Palencia;Mujer;50-59;795;6.512123198;PA
2025-12-28;Salamanca;Hombre;05-12;32;0.318028225;SA
2025-12-28;Salamanca;Hombre;20-29;155;0.994609856;SA
2025-12-28;Salamanca;Hombre;30-39;332;1.978545888;SA
2025-12-28;Salamanca;Mujer;0-4;8;0.178412132;SA
2025-12-28;Salamanca;Mujer;05-12;15;0.155827966;SA
2025-12-28;Salamanca;Mujer;30-39;597;3.609649918;SA
2025-12-28;Salamanca;Mujer;60-69;3750;15.42638529;SA
2025-12-28;Salamanca;Mujer;70-79;6948;36.2725137;SA
2025-12-28;Salamanca;Hombre;70-79;7361;44.30334036;SA
2025-12-28;Salamanca;Hombre;80-89;5807;58.05258422;SA
2025-12-28;Salamanca;Mujer;13-19;73;0.72391908;SA
2025-12-28;Salamanca;Mujer;40-49;960;4.272363151;SA
2025-12-28;Salamanca;Mujer;80-89;7469;51.56012702;SA
2025-12-28;Salamanca;Hombre;0-4;8;0.166320166;SA
2025-12-28;Salamanca;Hombre;13-19;64;0.601164757;SA
2025-12-28;Salamanca;Hombre;40-49;697;3.141054529;SA
2025-12-28;Salamanca;Hombre;50-59;1462;5.78277035;SA
2025-12-28;Salamanca;Hombre;60-69;4196;17.6154492;SA
2025-12-28;Salamanca;Hombre;>89;2020;69.60716747;SA
2025-12-28;Salamanca;Mujer;20-29;308;2.047600053;SA
2025-12-28;Salamanca;Mujer;50-59;1698;6.388502201;SA
2025-12-28;Salamanca;Mujer;>89;4219;69.34582512;SA
2025-12-28;Segovia;Mujer;20-29;169;2.234563004;SE
2025-12-28;Segovia;Mujer;40-49;529;4.698880796;SE
2025-12-28;Segovia;Mujer;60-69;2388;22.70393611;SE
2025-12-28;Segovia;Hombre;0-4;1;0.037481259;SE
2025-12-28;Segovia;Hombre;05-12;13;0.234530038;SE
2025-12-28;Segovia;Hombre;30-39;152;1.727272727;SE
2025-12-28;Segovia;Hombre;40-49;351;3.013910355;SE
2025-12-28;Segovia;Hombre;60-69;2555;22.48130224;SE
2025-12-28;Segovia;Mujer;0-4;2;0.079840319;SE
2025-12-28;Segovia;Mujer;30-39;286;3.48865577;SE
2025-12-28;Segovia;Mujer;50-59;1075;8.626915978;SE
2025-12-28;Segovia;Mujer;70-79;3315;46.31181894;SE
2025-12-28;Segovia;Mujer;80-89;3403;61.61506428;SE
2025-12-28;Segovia;Hombre;13-19;49;0.875625447;SE
2025-12-28;Segovia;Hombre;20-29;92;1.1215409;SE
2025-12-28;Segovia;Hombre;50-59;856;6.618215556;SE
2025-12-28;Segovia;Hombre;70-79;3761;53.91341743;SE
2025-12-28;Segovia;Hombre;80-89;2516;67.6889965;SE
2025-12-28;Segovia;Hombre;>89;874;82.37511781;SE
2025-12-28;Segovia;Mujer;05-12;15;0.286095747;SE
2025-12-28;Segovia;Mujer;13-19;39;0.741303935;SE
2025-12-28;Segovia;Mujer;>89;1841;75.98018985;SE
2025-12-28;Soria;Hombre;20-29;33;0.7132051;SO
2025-12-28;Soria;Hombre;30-39;69;1.369047619;SO
2025-12-28;Soria;Mujer;0-4;0;0.0;SO
2025-12-28;Soria;Mujer;13-19;11;0.392716887;SO
2025-12-28;Soria;Mujer;30-39;141;3.019271949;SO
2025-12-28;Soria;Hombre;05-12;1;0.032268474;SO
2025-12-28;Soria;Hombre;50-59;433;5.918534718;SO
2025-12-28;Soria;Hombre;80-89;1812;70.15098722;SO
2025-12-28;Soria;Mujer;05-12;0;0.0;SO
2025-12-28;Soria;Mujer;20-29;66;1.569560048;SO
2025-12-28;Soria;Mujer;60-69;1109;18.61362873;SO
2025-12-28;Soria;Mujer;70-79;1932;44.30176565;SO
2025-12-28;Soria;Hombre;0-4;1;0.06377551;SO
2025-12-28;Soria;Hombre;13-19;8;0.263071358;SO
2025-12-28;Soria;Hombre;40-49;169;2.584888345;SO
2025-12-28;Soria;Hombre;60-69;1371;20.74757869;SO
2025-12-28;Soria;Hombre;70-79;2191;49.54771597;SO
2025-12-28;Soria;Hombre;>89;691;77.55331089;SO
2025-12-28;Soria;Mujer;40-49;219;3.611477573;SO
2025-12-28;Soria;Mujer;50-59;495;7.380348889;SO
2025-12-28;Soria;Mujer;80-89;2226;62.86359785;SO
2025-12-28;Soria;Mujer;>89;1308;75.82608696;SO
2025-12-28;Valladolid;Hombre;05-12;45;0.241974512;VA
2025-12-28;Valladolid;Hombre;80-89;9030;70.86243428;VA
2025-12-28;Valladolid;Mujer;13-19;189;1.065388952;VA
2025-12-28;Valladolid;Mujer;50-59;3349;7.850261363;VA
2025-12-28;Valladolid;Mujer;70-79;12838;42.48461182;VA
2025-12-28;Valladolid;Mujer;>89;4878;75.33590734;VA
2025-12-28;Valladolid;Hombre;0-4;11;0.131327603;VA
2025-12-28;Valladolid;Hombre;30-39;641;2.381306189;VA
2025-12-28;Valladolid;Hombre;40-49;1481;3.607180262;VA
2025-12-28;Valladolid;Hombre;50-59;3162;7.595119139;VA
2025-12-28;Valladolid;Hombre;70-79;13607;52.78532082;VA
2025-12-28;Valladolid;Mujer;0-4;6;0.074524904;VA
2025-12-28;Valladolid;Mujer;30-39;1099;4.154852369;VA
2025-12-28;Valladolid;Mujer;40-49;1931;4.714125287;VA
2025-12-28;Valladolid;Mujer;60-69;8397;22.51749752;VA
2025-12-28;Valladolid;Mujer;80-89;11269;61.10177303;VA
2025-12-28;Valladolid;Hombre;13-19;198;1.041666667;VA
2025-12-28;Valladolid;Hombre;20-29;349;1.418353247;VA
2025-12-28;Valladolid;Hombre;60-69;8787;25.77210735;VA
2025-12-28;Valladolid;Hombre;>89;2122;77.90014684;VA
2025-12-28;Valladolid;Mujer;05-12;32;0.181859514;VA
2025-12-28;Valladolid;Mujer;20-29;562;2.3719085;VA
2025-12-28;Zamora;Hombre;0-4;0;0.0;ZA
2025-12-28;Zamora;Hombre;13-19;12;0.266134398;ZA
2025-12-28;Zamora;Hombre;70-79;4255;42.46930831;ZA
2025-12-28;Zamora;Hombre;>89;1268;68.76355748;ZA
2025-12-28;Zamora;Mujer;05-12;4;0.099850225;ZA
2025-12-28;Zamora;Mujer;20-29;77;1.19602361;ZA
2025-12-28;Zamora;Mujer;60-69;1677;12.95180723;ZA
2025-12-28;Zamora;Mujer;70-79;3607;33.87490609;ZA
2025-12-28;Zamora;Mujer;80-89;4427;49.87045173;ZA
2025-12-28;Zamora;Mujer;>89;2351;65.96520763;ZA
2025-12-28;Zamora;Hombre;30-39;115;1.396817685;ZA
2025-12-28;Zamora;Hombre;40-49;268;2.34204317;ZA
2025-12-28;Zamora;Hombre;50-59;608;4.628501827;ZA
2025-12-28;Zamora;Hombre;60-69;2101;15.36717379;ZA
2025-12-28;Zamora;Hombre;80-89;3524;57.25426483;ZA
2025-12-28;Zamora;Mujer;0-4;0;0.0;ZA
2025-12-28;Zamora;Mujer;13-19;16;0.375322543;ZA
2025-12-28;Zamora;Mujer;50-59;663;5.215544368;ZA
2025-12-28;Zamora;Hombre;05-12;7;0.159308147;ZA
2025-12-28;Zamora;Hombre;20-29;59;0.842255532;ZA
2025-12-28;Zamora;Mujer;30-39;186;2.434554974;ZA
2025-12-28;Zamora;Mujer;40-49;353;3.259464451;ZA
2025-12-21;Ávila;Hombre;0-4;2;0.080515298;AV
2025-12-21;Ávila;Hombre;05-12;9;0.167130919;AV
2025-12-21;Ávila;Hombre;30-39;138;1.650717703;AV
2025-12-21;Ávila;Hombre;40-49;297;2.575665597;AV
2025-12-21;Ávila;Hombre;60-69;2194;17.50997606;AV
2025-12-21;Ávila;Hombre;80-89;2552;54.47171825;AV
2025-12-21;Ávila;Mujer;60-69;1925;16.69557676;AV
2025-12-21;Ávila;Mujer;>89;1626;58.19613457;AV
2025-12-21;Ávila;Hombre;50-59;701;5.470579054;AV
2025-12-21;Ávila;Mujer;0-4;0;0.0;AV
2025-12-21;Ávila;Mujer;05-12;4;0.08097166;AV
2025-12-21;Ávila;Mujer;30-39;204;2.556390977;AV
2025-12-21;Ávila;Mujer;50-59;792;6.375784898;AV
2025-12-21;Ávila;Mujer;80-89;3123;48.91917293;AV
2025-12-21;Ávila;Hombre;13-19;34;0.618069442;AV
2025-12-21;Ávila;Hombre;20-29;85;1.131522897;AV
2025-12-21;Ávila;Hombre;70-79;3670;43.58669834;AV
2025-12-21;Ávila;Hombre;>89;864;62.92789512;AV
2025-12-21;Ávila;Mujer;13-19;24;0.475530018;AV
2025-12-21;Ávila;Mujer;20-29;107;1.53010153;AV
2025-12-21;Ávila;Mujer;40-49;371;3.371807689;AV
2025-12-21;Ávila;Mujer;70-79;3133;36.99811053;AV
2025-12-21;Burgos;Hombre;05-12;21;0.16634981;BU
2025-12-21;Burgos;Hombre;13-19;70;0.552660666;BU
2025-12-21;Burgos;Hombre;20-29;132;0.750469043;BU
2025-12-21;Burgos;Hombre;60-69;4619;17.75582379;BU
2025-12-21;Burgos;Hombre;70-79;8396;45.95511768;BU
2025-12-21;Burgos;Mujer;30-39;443;2.410884354;BU
2025-12-21;Burgos;Mujer;40-49;866;3.350615182;BU
2025-12-21;Burgos;Mujer;50-59;1670;5.964924813;BU
2025-12-21;Burgos;Mujer;60-69;4017;15.967088;BU
2025-12-21;Burgos;Hombre;0-4;4;0.068787618;BU
2025-12-21;Burgos;Hombre;30-39;249;1.266724322;BU
2025-12-21;Burgos;Hombre;40-49;633;2.337950139;BU
2025-12-21;Burgos;Hombre;>89;1659;72.03647416;BU
2025-12-21;Burgos;Mujer;13-19;62;0.521490453;BU
2025-12-21;Burgos;Mujer;>89;4071;71.44612145;BU
2025-12-21;Burgos;Hombre;50-59;1458;5.068307436;BU
2025-12-21;Burgos;Hombre;80-89;5861;64.80539584;BU
2025-12-21;Burgos;Mujer;0-4;4;0.072966071;BU
2025-12-21;Burgos;Mujer;05-12;12;0.100764128;BU
2025-12-21;Burgos;Mujer;20-29;250;1.580977677;BU
2025-12-21;Burgos;Mujer;70-79;7239;38.42152752;BU
2025-12-21;Burgos;Mujer;80-89;7333;56.8097304;BU
2025-12-21;Castilla y León;Hombre;0-4;38;0.085339297;Castilla y LE
2025-12-21;Castilla y León;Hombre;20-29;1143;1.731331831;Castilla y LE
2025-12-21;Castilla y León;Hombre;60-69;33747;16.97665553;Castilla y LE
2025-12-21;Castilla y León;Mujer;0-4;31;0.095394034;Castilla y LE
2025-12-21;Castilla y León;Mujer;30-39;3711;2.380650206;Castilla y LE
2025-12-21;Castilla y León;Mujer;80-89;52042;56.96871715;Castilla y LE
2025-12-21;Castilla y León;Hombre;30-39;2139;3.100892198;Castilla y LE
2025-12-21;Castilla y León;Hombre;70-79;56811;37.75814271;Castilla y LE
2025-12-21;Castilla y León;Hombre;>89;12816;68.6415647;Castilla y LE
2025-12-21;Castilla y León;Mujer;13-19;479;0.642965204;Castilla y LE
2025-12-21;Castilla y León;Mujer;20-29;1835;1.35494697;Castilla y LE
2025-12-21;Castilla y León;Mujer;>89;27681;69.46929245;Castilla y LE
2025-12-21;Castilla y León;Hombre;05-12;161;0.165424841;Castilla y LE
2025-12-21;Castilla y León;Hombre;13-19;512;0.640172147;Castilla y LE
2025-12-21;Castilla y León;Hombre;40-49;4928;3.816558224;Castilla y LE
2025-12-21;Castilla y León;Hombre;50-59;11104;6.464636894;Castilla y LE
2025-12-21;Castilla y León;Hombre;80-89;40805;53.78729837;Castilla y LE
2025-12-21;Castilla y León;Mujer;05-12;122;0.18669562;Castilla y LE
2025-12-21;Castilla y León;Mujer;40-49;6573;3.304698002;Castilla y LE
2025-12-21;Castilla y León;Mujer;50-59;12311;6.143385109;Castilla y LE
2025-12-21;Castilla y León;Mujer;60-69;29968;18.03887001;Castilla y LE
2025-12-21;Castilla y León;Mujer;70-79;51082;41.75173699;Castilla y LE
2025-12-21;León;Hombre;50-59;1637;4.591736557;LE
2025-12-21;León;Mujer;40-49;935;2.895005728;LE
2025-12-21;León;Mujer;80-89;9628;47.45662461;LE
2025-12-21;León;Hombre;0-4;6;0.098199673;LE
2025-12-21;León;Hombre;13-19;47;0.355737209;LE
2025-12-21;León;Hombre;20-29;119;0.615623383;LE
2025-12-21;León;Hombre;80-89;7241;55.14851485;LE
2025-12-21;León;Mujer;13-19;40;0.315010238;LE
2025-12-21;León;Mujer;20-29;200;1.116694584;LE
2025-12-21;León;Mujer;>89;5537;63.67295308;LE
2025-12-21;León;Hombre;05-12;20;0.152613506;LE
2025-12-21;León;Hombre;30-39;271;1.192152032;LE
2025-12-21;León;Hombre;40-49;683;2.12336007;LE
2025-12-21;León;Hombre;60-69;5652;16.16612322;LE
2025-12-21;León;Hombre;70-79;9547;40.37469339;LE
2025-12-21;León;Hombre;>89;2568;67.91854007;LE
2025-12-21;León;Mujer;0-4;6;0.106496273;LE
2025-12-21;León;Mujer;05-12;22;0.180165425;LE
2025-12-21;León;Mujer;30-39;527;2.442528736;LE
2025-12-21;León;Mujer;50-59;1783;4.922015183;LE
2025-12-21;León;Mujer;60-69;4807;13.56721515;LE
2025-12-21;León;Mujer;70-79;8795;32.56080856;LE
2025-12-21;Palencia;Hombre;05-12;13;0.255202199;PA
2025-12-21;Palencia;Hombre;20-29;102;1.453612655;PA
2025-12-21;Palencia;Hombre;50-59;798;6.302819682;PA
2025-12-21;Palencia;Hombre;70-79;3903;45.50011658;PA
2025-12-21;Palencia;Mujer;0-4;4;0.179937022;PA
2025-12-21;Palencia;Mujer;20-29;87;1.318781264;PA
2025-12-21;Palencia;Mujer;40-49;413;3.774102166;PA
2025-12-21;Palencia;Mujer;50-59;790;6.471166448;PA
2025-12-21;Palencia;Mujer;70-79;3206;35.44107893;PA
2025-12-21;Palencia;Hombre;80-89;2438;60.48127016;PA
2025-12-21;Palencia;Mujer;30-39;228;2.912993484;PA
2025-12-21;Palencia;Mujer;>89;1926;68.0565371;PA
2025-12-21;Palencia;Hombre;0-4;5;0.209643606;PA
2025-12-21;Palencia;Hombre;13-19;35;0.726442507;PA
2025-12-21;Palencia;Hombre;30-39;161;1.897466117;PA
2025-12-21;Palencia;Hombre;40-49;347;3.060234589;PA
2025-12-21;Palencia;Hombre;60-69;2193;17.05287714;PA
2025-12-21;Palencia;Hombre;>89;761;70.79069767;PA
2025-12-21;Palencia;Mujer;05-12;17;0.360016942;PA
2025-12-21;Palencia;Mujer;13-19;25;0.546806649;PA
2025-12-21;Palencia;Mujer;60-69;1822;14.44197844;PA
2025-12-21;Palencia;Mujer;80-89;3161;51.51564537;PA
2025-12-21;Salamanca;Hombre;20-29;155;0.994609856;SA
2025-12-21;Salamanca;Hombre;50-59;1454;5.751127284;SA
2025-12-21;Salamanca;Hombre;80-89;5795;57.93262021;SA
2025-12-21;Salamanca;Mujer;20-29;301;2.001063688;SA
2025-12-21;Salamanca;Mujer;30-39;594;3.591510974;SA
2025-12-21;Salamanca;Mujer;40-49;953;4.241210503;SA
2025-12-21;Salamanca;Mujer;70-79;6935;36.20464631;SA
2025-12-21;Salamanca;Hombre;05-12;32;0.318028225;SA
2025-12-21;Salamanca;Hombre;40-49;690;3.109508788;SA
2025-12-21;Salamanca;Hombre;60-69;4187;17.57766583;SA
2025-12-21;Salamanca;Hombre;70-79;7347;44.21907915;SA
2025-12-21;Salamanca;Mujer;13-19;72;0.71400238;SA
2025-12-21;Salamanca;Mujer;50-59;1690;6.358403251;SA
2025-12-21;Salamanca;Mujer;80-89;7456;51.4703852;SA
2025-12-21;Salamanca;Mujer;>89;4213;69.24720579;SA
2025-12-21;Salamanca;Hombre;0-4;8;0.166320166;SA
2025-12-21;Salamanca;Hombre;13-19;63;0.591771557;SA
2025-12-21;Salamanca;Hombre;30-39;327;1.94874851;SA
2025-12-21;Salamanca;Hombre;>89;2016;69.4693315;SA
2025-12-21;Salamanca;Mujer;0-4;7;0.156110616;SA
2025-12-21;Salamanca;Mujer;05-12;15;0.155827966;SA
2025-12-21;Salamanca;Mujer;60-69;3738;15.37702086;SA
2025-12-21;Segovia;Hombre;13-19;49;0.875625447;SE
2025-12-21;Segovia;Hombre;20-29;90;1.097159576;SE
2025-12-21;Segovia;Hombre;30-39;151;1.715909091;SE
2025-12-21;Segovia;Hombre;40-49;345;2.96239052;SE
2025-12-21;Segovia;Mujer;0-4;2;0.079840319;SE
2025-12-21;Segovia;Mujer;70-79;3306;46.1860855;SE
2025-12-21;Segovia;Mujer;80-89;3395;61.47021546;SE
2025-12-21;Segovia;Mujer;>89;1839;75.89764754;SE
2025-12-21;Segovia;Hombre;0-4;1;0.037481259;SE
2025-12-21;Segovia;Hombre;05-12;13;0.234530038;SE
2025-12-21;Segovia;Hombre;60-69;2540;22.34931808;SE
2025-12-21;Segovia;Hombre;>89;874;82.37511781;SE
2025-12-21;Segovia;Mujer;13-19;38;0.722296141;SE
2025-12-21;Segovia;Mujer;20-29;162;2.14200714;SE
2025-12-21;Segovia;Mujer;50-59;1069;8.578765749;SE
2025-12-21;Segovia;Mujer;60-69;2382;22.64689104;SE
2025-12-21;Segovia;Hombre;50-59;848;6.556363074;SE
2025-12-21;Segovia;Hombre;70-79;3751;53.77006881;SE
2025-12-21;Segovia;Hombre;80-89;2508;67.47376917;SE
2025-12-21;Segovia;Mujer;05-12;15;0.286095747;SE
2025-12-21;Segovia;Mujer;30-39;282;3.439863381;SE
2025-12-21;Segovia;Mujer;40-49;523;4.645585362;SE
2025-12-21;Soria;Hombre;60-69;1369;20.71731235;SO
2025-12-21;Soria;Hombre;80-89;1810;70.07355788;SO
2025-12-21;Soria;Hombre;>89;691;77.55331089;SO
2025-12-21;Soria;Mujer;0-4;0;0.0;SO
2025-12-21;Soria;Mujer;13-19;11;0.392716887;SO
2025-12-21;Soria;Mujer;20-29;66;1.569560048;SO
2025-12-21;Soria;Mujer;30-39;140;2.997858672;SO
2025-12-21;Soria;Mujer;40-49;219;3.611477573;SO
2025-12-21;Soria;Hombre;05-12;1;0.032268474;SO
2025-12-21;Soria;Hombre;70-79;2188;49.47987336;SO
2025-12-21;Soria;Mujer;70-79;1926;44.16418253;SO
2025-12-21;Soria;Hombre;0-4;1;0.06377551;SO
2025-12-21;Soria;Hombre;13-19;8;0.263071358;SO
2025-12-21;Soria;Hombre;20-29;33;0.7132051;SO
2025-12-21;Soria;Hombre;30-39;69;1.369047619;SO
2025-12-21;Soria;Hombre;40-49;168;2.569593148;SO
2025-12-21;Soria;Hombre;50-59;430;5.877528704;SO
2025-12-21;Soria;Mujer;05-12;0;0.0;SO
2025-12-21;Soria;Mujer;50-59;493;7.350529298;SO
2025-12-21;Soria;Mujer;60-69;1106;18.56327627;SO
2025-12-21;Soria;Mujer;80-89;2223;62.77887602;SO
2025-12-21;Soria;Mujer;>89;1308;75.82608696;SO
2025-12-21;Valladolid;Hombre;0-4;11;0.131327603;VA
2025-12-21;Valladolid;Hombre;30-39;637;2.366446244;VA
2025-12-21;Valladolid;Hombre;60-69;8757;25.68411791;VA
2025-12-21;Valladolid;Hombre;80-89;9007;70.68194303;VA
2025-12-21;Valladolid;Hombre;>89;2108;77.38619677;VA
2025-12-21;Valladolid;Mujer;40-49;1923;4.69459499;VA
2025-12-21;Valladolid;Mujer;70-79;12815;42.40849825;VA
2025-12-21;Valladolid;Hombre;13-19;194;1.020622896;VA
2025-12-21;Valladolid;Hombre;40-49;1476;3.59500207;VA
2025-12-21;Valladolid;Mujer;05-12;32;0.181859514;VA
2025-12-21;Valladolid;Mujer;13-19;189;1.065388952;VA
2025-12-21;Valladolid;Mujer;20-29;555;2.342365156;VA
2025-12-21;Valladolid;Mujer;50-59;3337;7.822132627;VA
2025-12-21;Valladolid;Mujer;80-89;11214;60.80355691;VA
2025-12-21;Valladolid;Mujer;>89;4789;73.96138996;VA
2025-12-21;Valladolid;Hombre;05-12;45;0.241974512;VA
2025-12-21;Valladolid;Hombre;20-29;344;1.398033;VA
2025-12-21;Valladolid;Hombre;50-59;3147;7.559089162;VA
2025-12-21;Valladolid;Hombre;70-79;13593;52.73101094;VA
2025-12-21;Valladolid;Mujer;0-4;6;0.074524904;VA
2025-12-21;Valladolid;Mujer;30-39;1096;4.143510642;VA
2025-12-21;Valladolid;Mujer;60-69;8374;22.45582044;VA
2025-12-21;Zamora;Hombre;30-39;114;1.384671444;ZA
2025-12-21;Zamora;Hombre;60-69;2091;15.2940316;ZA
2025-12-21;Zamora;Mujer;0-4;0;0.0;ZA
2025-12-21;Zamora;Mujer;20-29;77;1.19602361;ZA
2025-12-21;Zamora;Hombre;05-12;7;0.159308147;ZA
2025-12-21;Zamora;Hombre;13-19;10;0.221778665;ZA
2025-12-21;Zamora;Hombre;>89;1265;68.60086768;ZA
2025-12-21;Zamora;Mujer;05-12;4;0.099850225;ZA
2025-12-21;Zamora;Mujer;13-19;15;0.351864884;ZA
2025-12-21;Zamora;Mujer;40-49;349;3.222530009;ZA
2025-12-21;Zamora;Mujer;50-59;657;5.168344871;ZA
2025-12-21;Zamora;Mujer;80-89;4418;49.76906613;ZA
2025-12-21;Zamora;Mujer;>89;2346;65.82491582;ZA
2025-12-21;Zamora;Hombre;0-4;0;0.0;ZA
2025-12-21;Zamora;Hombre;20-29;58;0.827980014;ZA
2025-12-21;Zamora;Hombre;40-49;265;2.315826269;ZA
2025-12-21;Zamora;Hombre;50-59;601;4.575213155;ZA
2025-12-21;Zamora;Hombre;70-79;4232;42.23974449;ZA
2025-12-21;Zamora;Hombre;80-89;3512;57.05930138;ZA
2025-12-21;Zamora;Mujer;30-39;184;2.408376963;ZA
2025-12-21;Zamora;Mujer;60-69;1667;12.87457522;ZA
2025-12-21;Zamora;Mujer;70-79;3583;33.64951165;ZA
2025-12-14;Ávila;Hombre;13-19;31;0.563533903;AV
2025-12-14;Ávila;Hombre;30-39;135;1.614832536;AV
2025-12-14;Ávila;Hombre;60-69;2170;17.31843575;AV
2025-12-14;Ávila;Hombre;80-89;2536;54.13020277;AV
2025-12-14;Ávila;Hombre;>89;860;62.63656227;AV
2025-12-14;Ávila;Mujer;70-79;3108;36.70288144;AV
2025-12-14;Ávila;Mujer;80-89;3106;48.65288221;AV
2025-12-14;Ávila;Mujer;>89;1617;57.87401575;AV
2025-12-14;Ávila;Hombre;05-12;8;0.148560817;AV
2025-12-14;Ávila;Hombre;20-29;84;1.118210863;AV
2025-12-14;Ávila;Hombre;40-49;296;2.566993322;AV
2025-12-14;Ávila;Hombre;50-59;695;5.423755268;AV
2025-12-14;Ávila;Mujer;05-12;4;0.08097166;AV
2025-12-14;Ávila;Mujer;13-19;23;0.455716267;AV
2025-12-14;Ávila;Mujer;20-29;103;1.472901473;AV
2025-12-14;Ávila;Mujer;40-49;369;3.353630828;AV
2025-12-14;Ávila;Mujer;50-59;782;6.295282563;AV
2025-12-14;Ávila;Hombre;0-4;2;0.080515298;AV
2025-12-14;Ávila;Hombre;70-79;3638;43.20665083;AV
2025-12-14;Ávila;Mujer;0-4;0;0.0;AV
2025-12-14;Ávila;Mujer;30-39;200;2.506265664;AV
2025-12-14;Ávila;Mujer;60-69;1907;16.53946227;AV
2025-12-14;Burgos;Hombre;30-39;239;1.215851859;BU
2025-12-14;Burgos;Hombre;40-49;624;2.304709141;BU
2025-12-14;Burgos;Hombre;70-79;8333;45.61029009;BU
2025-12-14;Burgos;Hombre;80-89;5831;64.47368421;BU
2025-12-14;Burgos;Mujer;05-12;10;0.083970107;BU
2025-12-14;Burgos;Mujer;50-59;1637;5.847055042;BU
2025-12-14;Burgos;Mujer;70-79;7182;38.11899581;BU
2025-12-14;Burgos;Mujer;80-89;7294;56.50759219;BU
2025-12-14;Burgos;Mujer;>89;4058;71.21797122;BU
2025-12-14;Burgos;Hombre;0-4;4;0.068787618;BU
2025-12-14;Burgos;Hombre;05-12;18;0.142585551;BU
2025-12-14;Burgos;Hombre;20-29;127;0.722042185;BU
2025-12-14;Burgos;Hombre;50-59;1429;4.96749748;BU
2025-12-14;Burgos;Hombre;>89;1653;71.77594442;BU
2025-12-14;Burgos;Mujer;13-19;58;0.487845908;BU
2025-12-14;Burgos;Mujer;20-29;239;1.511414659;BU
2025-12-14;Burgos;Mujer;30-39;437;2.378231293;BU
2025-12-14;Burgos;Hombre;13-19;65;0.513184904;BU
2025-12-14;Burgos;Hombre;60-69;4554;17.50595833;BU
2025-12-14;Burgos;Mujer;0-4;5;0.091207588;BU
2025-12-14;Burgos;Mujer;40-49;846;3.273233769;BU
2025-12-14;Burgos;Mujer;60-69;3962;15.74846967;BU
2025-12-14;Castilla y León;Hombre;13-19;487;0.617308856;Castilla y LE
2025-12-14;Castilla y León;Hombre;20-29;1110;1.672821447;Castilla y LE
2025-12-14;Castilla y León;Hombre;30-39;2064;3.035486684;Castilla y LE
2025-12-14;Castilla y León;Mujer;0-4;32;0.096817826;Castilla y LE
2025-12-14;Castilla y León;Mujer;05-12;114;0.176765002;Castilla y LE
2025-12-14;Castilla y León;Mujer;30-39;3633;2.318831086;Castilla y LE
2025-12-14;Castilla y León;Mujer;40-49;6439;3.237196315;Castilla y LE
2025-12-14;Castilla y León;Hombre;05-12;153;0.155854809;Castilla y LE
2025-12-14;Castilla y León;Hombre;40-49;4827;3.738502851;Castilla y LE
2025-12-14;Castilla y León;Mujer;13-19;462;0.615577234;Castilla y LE
2025-12-14;Castilla y León;Mujer;50-59;12101;6.030276327;Castilla y LE
2025-12-14;Castilla y León;Mujer;70-79;50630;41.38376742;Castilla y LE
2025-12-14;Castilla y León;Hombre;0-4;38;0.088282032;Castilla y LE
2025-12-14;Castilla y León;Hombre;50-59;10882;6.355147074;Castilla y LE
2025-12-14;Castilla y León;Hombre;60-69;33286;16.75988143;Castilla y LE
2025-12-14;Castilla y León;Hombre;70-79;56306;37.42680088;Castilla y LE
2025-12-14;Castilla y León;Hombre;80-89;40560;53.43631582;Castilla y LE
2025-12-14;Castilla y León;Hombre;>89;12745;68.2791829;Castilla y LE
2025-12-14;Castilla y León;Mujer;20-29;1772;1.311837128;Castilla y LE
2025-12-14;Castilla y León;Mujer;60-69;29583;17.80144163;Castilla y LE
2025-12-14;Castilla y León;Mujer;80-89;51702;56.61033828;Castilla y LE
2025-12-14;Castilla y León;Mujer;>89;27533;69.09671549;Castilla y LE
2025-12-14;León;Hombre;30-39;263;1.156959352;LE
2025-12-14;León;Hombre;40-49;669;2.079835852;LE
2025-12-14;León;Hombre;50-59;1597;4.479537741;LE
2025-12-14;León;Hombre;>89;2548;67.38957948;LE
2025-12-14;León;Mujer;05-12;20;0.16378675;LE
2025-12-14;León;Mujer;80-89;9542;47.03272871;LE
2025-12-14;León;Mujer;>89;5498;63.22447102;LE
2025-12-14;León;Hombre;05-12;20;0.152613506;LE
2025-12-14;León;Hombre;13-19;44;0.333030578;LE
2025-12-14;León;Mujer;13-19;39;0.307134982;LE
2025-12-14;León;Mujer;20-29;199;1.111111111;LE
2025-12-14;León;Mujer;50-59;1740;4.803312629;LE
2025-12-14;León;Hombre;0-4;6;0.098199673;LE
