fecha;provincia;Sexo;edad;personas_vacunadas_campaña_2025_acumulado;porcentaje_residentes_campaña_2025;sigla
2026-02-22;Palencia;Mujer;0-4;4;0.182648402;PA
2026-02-22;Palencia;Mujer;30-39;230;2.990897269;PA
2026-02-22;Palencia;Mujer;60-69;1846;14.22626387;PA
2026-02-22;Palencia;Mujer;70-79;3224;35.27738265;PA
2026-02-22;Palencia;Mujer;>89;1946;67.33564014;PA
2026-02-22;Salamanca;Hombre;05-12;32;0.324313368;SA
2026-02-22;Salamanca;Hombre;20-29;158;0.988859682;SA
2026-02-22;Salamanca;Hombre;30-39;339;2.039220404;SA
2026-02-22;Salamanca;Hombre;40-49;711;3.26416307;SA
2026-02-22;Salamanca;Hombre;50-59;1479;5.911270983;SA
2026-02-22;Salamanca;Hombre;80-89;5842;57.47737111;SA
2026-02-22;Salamanca;Mujer;20-29;327;2.112130216;SA
2026-02-22;Salamanca;Mujer;50-59;1724;6.538724114;SA
2026-02-22;Salamanca;Mujer;80-89;7509;51.71487603;SA
2026-02-22;Salamanca;Mujer;>89;4236;67.43075454;SA
2026-02-22;Salamanca;Hombre;70-79;7396;44.12624545;SA
2026-02-22;Salamanca;Mujer;05-12;16;0.17015846;SA
2026-02-22;Salamanca;Mujer;13-19;76;0.7555423;SA
2026-02-22;Salamanca;Mujer;40-49;982;4.44545043;SA
2026-02-22;Salamanca;Mujer;70-79;6988;36.31827868;SA
2026-02-22;Salamanca;Hombre;0-4;9;0.190677966;SA
2026-02-22;Salamanca;Hombre;13-19;68;0.627943485;SA
2026-02-22;Salamanca;Hombre;60-69;4236;17.34714771;SA
2026-02-22;Salamanca;Hombre;>89;2031;68.80081301;SA
2026-02-22;Salamanca;Mujer;0-4;8;0.181077411;SA
2026-02-22;Salamanca;Mujer;30-39;608;3.722297049;SA
2026-02-22;Salamanca;Mujer;60-69;3788;15.07061866;SA
2026-02-22;Segovia;Hombre;0-4;1;0.037965072;SE
2026-02-22;Segovia;Hombre;05-12;14;0.253531329;SE
2026-02-22;Segovia;Hombre;13-19;51;0.89223233;SE
2026-02-22;Segovia;Hombre;20-29;94;1.112689394;SE
2026-02-22;Segovia;Hombre;80-89;2531;67.83704101;SE
2026-02-22;Segovia;Hombre;>89;877;78.16399287;SE
2026-02-22;Segovia;Mujer;05-12;15;0.284522003;SE
2026-02-22;Segovia;Mujer;13-19;40;0.73964497;SE
2026-02-22;Segovia;Mujer;60-69;2409;21.83647571;SE
2026-02-22;Segovia;Mujer;70-79;3348;46.39046695;SE
2026-02-22;Segovia;Hombre;30-39;159;1.766470392;SE
2026-02-22;Segovia;Hombre;40-49;356;3.105644247;SE
2026-02-22;Segovia;Hombre;50-59;868;6.729725539;SE
2026-02-22;Segovia;Hombre;60-69;2586;21.96364872;SE
2026-02-22;Segovia;Hombre;70-79;3792;53.3483399;SE
2026-02-22;Segovia;Mujer;0-4;2;0.081037277;SE
2026-02-22;Segovia;Mujer;50-59;1091;8.776445982;SE
2026-02-22;Segovia;Mujer;>89;1847;75.82101806;SE
2026-02-22;Segovia;Mujer;20-29;180;2.342529932;SE
2026-02-22;Segovia;Mujer;30-39;290;3.521554341;SE
2026-02-22;Segovia;Mujer;40-49;536;4.821444634;SE
2026-02-22;Segovia;Mujer;80-89;3421;61.81785327;SE
2026-02-22;Soria;Hombre;30-39;71;1.412935323;SO
2026-02-22;Soria;Hombre;40-49;174;2.749683944;SO
2026-02-22;Soria;Hombre;70-79;2202;49.35006723;SO
2026-02-22;Soria;Mujer;0-4;0;0.0;SO
2026-02-22;Soria;Mujer;20-29;65;1.537369915;SO
2026-02-22;Soria;Mujer;30-39;143;3.121589173;SO
2026-02-22;Soria;Mujer;40-49;220;3.670949441;SO
2026-02-22;Soria;Hombre;0-4;1;0.066711141;SO
2026-02-22;Soria;Hombre;13-19;8;0.254858235;SO
2026-02-22;Soria;Hombre;20-29;33;0.692259283;SO
2026-02-22;Soria;Hombre;50-59;434;5.950095969;SO
2026-02-22;Soria;Hombre;80-89;1821;69.13439636;SO
2026-02-22;Soria;Mujer;13-19;11;0.38718761;SO
2026-02-22;Soria;Mujer;50-59;497;7.50641897;SO
2026-02-22;Soria;Mujer;70-79;1944;44.04168555;SO
2026-02-22;Soria;Mujer;80-89;2237;65.10477299;SO
2026-02-22;Soria;Hombre;05-12;1;0.03257329;SO
2026-02-22;Soria;Hombre;60-69;1376;20.35201893;SO
2026-02-22;Soria;Hombre;>89;692;80.55878929;SO
2026-02-22;Soria;Mujer;05-12;0;0.0;SO
2026-02-22;Soria;Mujer;60-69;1119;17.97590361;SO
2026-02-22;Soria;Mujer;>89;1318;74.50537027;SO
2026-02-22;Valladolid;Hombre;0-4;11;0.131516021;VA
2026-02-22;Valladolid;Hombre;05-12;47;0.257830929;VA
2026-02-22;Valladolid;Hombre;13-19;208;1.078223006;VA
2026-02-22;Valladolid;Hombre;20-29;357;1.407395727;VA
2026-02-22;Valladolid;Hombre;50-59;3204;7.575363518;VA
2026-02-22;Valladolid;Mujer;80-89;11364;59.66607162;VA
2026-02-22;Valladolid;Hombre;30-39;648;2.416918429;VA
2026-02-22;Valladolid;Hombre;60-69;8893;25.43982607;VA
2026-02-22;Valladolid;Hombre;70-79;13703;52.95845411;VA
2026-02-22;Valladolid;Hombre;80-89;9114;68.18283833;VA
2026-02-22;Valladolid;Hombre;>89;2136;76.39484979;VA
2026-02-22;Valladolid;Mujer;0-4;7;0.088383838;VA
2026-02-22;Valladolid;Mujer;20-29;576;2.366086099;VA
2026-02-22;Valladolid;Mujer;30-39;1114;4.216662251;VA
2026-02-22;Valladolid;Mujer;>89;4909;73.21401939;VA
2026-02-22;Valladolid;Hombre;40-49;1504;3.756994404;VA
2026-02-22;Valladolid;Mujer;05-12;34;0.198320112;VA
2026-02-22;Valladolid;Mujer;13-19;195;1.077705317;VA
2026-02-22;Valladolid;Mujer;40-49;1969;4.932488289;VA
2026-02-22;Valladolid;Mujer;50-59;3402;7.886683976;VA
2026-02-22;Valladolid;Mujer;60-69;8500;22.31381094;VA
2026-02-22;Valladolid;Mujer;70-79;12952;42.5478795;VA
2026-02-22;Zamora;Hombre;13-19;13;0.288888889;ZA
2026-02-22;Zamora;Hombre;20-29;59;0.841894977;ZA
2026-02-22;Zamora;Hombre;30-39;116;1.446023436;ZA
2026-02-22;Zamora;Hombre;40-49;274;2.408579466;ZA
2026-02-22;Zamora;Hombre;70-79;4270;42.52988048;ZA
2026-02-22;Zamora;Hombre;80-89;3533;57.66280398;ZA
2026-02-22;Zamora;Mujer;50-59;674;5.383386581;ZA
2026-02-22;Zamora;Mujer;80-89;4433;50.89552239;ZA
2026-02-22;Zamora;Hombre;0-4;0;0.0;ZA
2026-02-22;Zamora;Hombre;>89;1267;67.53731343;ZA
2026-02-22;Zamora;Mujer;13-19;17;0.40065991;ZA
2026-02-22;Zamora;Mujer;30-39;190;2.557544757;ZA
2026-02-22;Zamora;Mujer;70-79;3616;33.82600561;ZA
2026-02-22;Zamora;Mujer;>89;2352;63.82632293;ZA
2026-02-22;Zamora;Hombre;05-12;7;0.16021973;ZA
2026-02-22;Zamora;Hombre;50-59;621;4.836071957;ZA
2026-02-22;Zamora;Hombre;60-69;2117;15.26315789;ZA
2026-02-22;Zamora;Mujer;0-4;0;0.0;ZA
2026-02-22;Zamora;Mujer;05-12;4;0.099527246;ZA
2026-02-22;Zamora;Mujer;20-29;80;1.224739743;ZA
2026-02-22;Zamora;Mujer;40-49;361;3.385221305;ZA
2026-02-22;Zamora;Mujer;60-69;1691;12.79703345;ZA
2026-02-15;Ávila;Hombre;13-19;36;0.636942675;AV
2026-02-15;Ávila;Hombre;40-49;301;2.659010601;AV
2026-02-15;Ávila;Hombre;50-59;711;5.594020456;AV
2026-02-15;Ávila;Hombre;60-69;2222;17.3892628;AV
2026-02-15;Ávila;Hombre;80-89;2599;55.96468562;AV
2026-02-15;Ávila;Mujer;13-19;25;0.487614589;AV
2026-02-15;Ávila;Mujer;20-29;109;1.565642057;AV
2026-02-15;Ávila;Mujer;50-59;800;6.488240065;AV
2026-02-15;Ávila;Mujer;>89;1732;61.09347443;AV
2026-02-15;Ávila;Hombre;30-39;140;1.687153531;AV
2026-02-15;Ávila;Hombre;70-79;3697;43.53509185;AV
2026-02-15;Ávila;Mujer;30-39;206;2.601995705;AV
2026-02-15;Ávila;Mujer;70-79;3153;36.75681977;AV
2026-02-15;Ávila;Hombre;0-4;2;0.080645161;AV
2026-02-15;Ávila;Hombre;05-12;9;0.167722698;AV
2026-02-15;Ávila;Hombre;20-29;85;1.117979745;AV
2026-02-15;Ávila;Hombre;>89;904;62.99651568;AV
2026-02-15;Ávila;Mujer;0-4;0;0.0;AV
2026-02-15;Ávila;Mujer;05-12;4;0.080224629;AV
2026-02-15;Ávila;Mujer;40-49;377;3.492357573;AV
2026-02-15;Ávila;Mujer;60-69;1937;16.31844987;AV
2026-02-15;Ávila;Mujer;80-89;3197;50.8347909;AV
2026-02-15;Burgos;Hombre;0-4;4;0.07029877;BU
2026-02-15;Burgos;Hombre;05-12;21;0.167973124;BU
2026-02-15;Burgos;Hombre;20-29;138;0.754428165;BU
2026-02-15;Burgos;Hombre;60-69;4668;17.66977061;BU
2026-02-15;Burgos;Hombre;70-79;8446;45.46237485;BU
2026-02-15;Burgos;Hombre;80-89;5881;63.61276366;BU
2026-02-15;Burgos;Mujer;0-4;4;0.075800644;BU
2026-02-15;Burgos;Mujer;20-29;263;1.613496933;BU
2026-02-15;Burgos;Mujer;60-69;4066;15.64267303;BU
2026-02-15;Burgos;Mujer;70-79;7296;38.14503059;BU
2026-02-15;Burgos;Hombre;13-19;71;0.547670472;BU
2026-02-15;Burgos;Hombre;>89;1664;70.6581741;BU
2026-02-15;Burgos;Mujer;05-12;12;0.101841636;BU
2026-02-15;Burgos;Mujer;13-19;67;0.551258845;BU
2026-02-15;Burgos;Mujer;30-39;454;2.486308872;BU
2026-02-15;Burgos;Mujer;40-49;885;3.483154912;BU
2026-02-15;Burgos;Mujer;80-89;7375;56.8751446;BU
2026-02-15;Burgos;Hombre;30-39;260;1.309296002;BU
2026-02-15;Burgos;Hombre;40-49;640;2.406829378;BU
2026-02-15;Burgos;Hombre;50-59;1489;5.13643106;BU
2026-02-15;Burgos;Mujer;50-59;1698;6.049378318;BU
2026-02-15;Burgos;Mujer;>89;4084;69.89560157;BU
2026-02-15;Castilla y León;Hombre;30-39;2220;3.19928735;Castilla y LE
2026-02-15;Castilla y León;Hombre;80-89;41138;54.20590731;Castilla y LE
2026-02-15;Castilla y León;Hombre;>89;12924;67.5590209;Castilla y LE
2026-02-15;Castilla y León;Mujer;0-4;33;0.101405186;Castilla y LE
2026-02-15;Castilla y León;Mujer;13-19;506;0.667994091;Castilla y LE
2026-02-15;Castilla y León;Mujer;60-69;30342;17.83758732;Castilla y LE
2026-02-15;Castilla y León;Mujer;80-89;52466;57.06381341;Castilla y LE
2026-02-15;Castilla y León;Mujer;>89;28010;68.42492681;Castilla y LE
2026-02-15;Castilla y León;Hombre;05-12;164;0.17316617;Castilla y LE
2026-02-15;Castilla y León;Hombre;20-29;1186;1.783385712;Castilla y LE
2026-02-15;Castilla y León;Hombre;40-49;5055;3.976598472;Castilla y LE
2026-02-15;Castilla y León;Hombre;50-59;11344;6.607245635;Castilla y LE
2026-02-15;Castilla y León;Hombre;70-79;57243;37.73503144;Castilla y LE
2026-02-15;Castilla y León;Mujer;40-49;6721;3.446199399;Castilla y LE
2026-02-15;Castilla y León;Mujer;50-59;12545;6.280859275;Castilla y LE
2026-02-15;Castilla y León;Hombre;0-4;39;0.093084707;Castilla y LE
2026-02-15;Castilla y León;Hombre;13-19;539;0.667932596;Castilla y LE
2026-02-15;Castilla y León;Hombre;60-69;34204;16.69945838;Castilla y LE
2026-02-15;Castilla y León;Mujer;05-12;126;0.193849146;Castilla y LE
2026-02-15;Castilla y León;Mujer;20-29;1929;1.383917272;Castilla y LE
2026-02-15;Castilla y León;Mujer;30-39;3784;2.464526999;Castilla y LE
2026-02-15;Castilla y León;Mujer;70-79;51517;41.64474366;Castilla y LE
2026-02-15;León;Hombre;13-19;48;0.359389039;LE
2026-02-15;León;Hombre;30-39;281;1.261673851;LE
2026-02-15;León;Hombre;60-69;5736;16.19881389;LE
2026-02-15;León;Hombre;70-79;9635;39.93947936;LE
2026-02-15;León;Hombre;80-89;7293;55.83799097;LE
2026-02-15;León;Mujer;0-4;6;0.109051254;LE
2026-02-15;León;Mujer;05-12;23;0.191730577;LE
2026-02-15;León;Mujer;13-19;45;0.352692217;LE
2026-02-15;León;Mujer;20-29;212;1.154684096;LE
2026-02-15;León;Mujer;40-49;955;3.013568949;LE
2026-02-15;León;Mujer;80-89;9678;48.38032394;LE
2026-02-15;León;Hombre;0-4;6;0.100217137;LE
2026-02-15;León;Hombre;05-12;20;0.15470297;LE
2026-02-15;León;Hombre;40-49;702;2.213673058;LE
2026-02-15;León;Hombre;50-59;1674;4.72734461;LE
2026-02-15;León;Hombre;>89;2582;66.27310062;LE
2026-02-15;León;Mujer;30-39;535;2.547012616;LE
2026-02-15;León;Hombre;20-29;124;0.621585042;LE
2026-02-15;León;Mujer;50-59;1823;5.075167038;LE
2026-02-15;León;Mujer;60-69;4877;13.39761552;LE
2026-02-15;León;Mujer;70-79;8873;32.49587988;LE
2026-02-15;León;Mujer;>89;5568;61.99755038;LE
2026-02-15;Palencia;Hombre;0-4;5;0.207986689;PA
2026-02-15;Palencia;Hombre;30-39;183;2.185074627;PA
2026-02-15;Palencia;Hombre;50-59;836;6.686930091;PA
2026-02-15;Palencia;Hombre;60-69;2240;17.22811875;PA
2026-02-15;Palencia;Mujer;20-29;89;1.327763688;PA
2026-02-15;Palencia;Mujer;50-59;811;6.763969975;PA
2026-02-15;Palencia;Mujer;80-89;3183;52.00980392;PA
2026-02-15;Palencia;Hombre;13-19;35;0.709076175;PA
2026-02-15;Palencia;Hombre;20-29;113;1.55862069;PA
2026-02-15;Palencia;Hombre;40-49;370;3.27636589;PA
2026-02-15;Palencia;Hombre;70-79;3936;44.78325179;PA
2026-02-15;Palencia;Hombre;>89;764;72.21172023;PA
2026-02-15;Palencia;Mujer;13-19;27;0.5841627;PA
2026-02-15;Palencia;Mujer;40-49;421;3.876611418;PA
2026-02-15;Palencia;Mujer;60-69;1845;14.21855734;PA
2026-02-15;Palencia;Mujer;70-79;3222;35.25549841;PA
2026-02-15;Palencia;Mujer;>89;1945;67.30103806;PA
2026-02-15;Palencia;Hombre;05-12;13;0.25757876;PA
2026-02-15;Palencia;Hombre;80-89;2463;59.43532819;PA
2026-02-15;Palencia;Mujer;0-4;4;0.182648402;PA
2026-02-15;Palencia;Mujer;05-12;17;0.360016942;PA
2026-02-15;Palencia;Mujer;30-39;230;2.990897269;PA
2026-02-15;Salamanca;Hombre;0-4;9;0.190677966;SA
2026-02-15;Salamanca;Hombre;13-19;68;0.627943485;SA
2026-02-15;Salamanca;Hombre;20-29;158;0.988859682;SA
2026-02-15;Salamanca;Hombre;40-49;710;3.259572124;SA
2026-02-15;Salamanca;Hombre;50-59;1478;5.907274181;SA
2026-02-15;Salamanca;Hombre;70-79;7397;44.13221168;SA
2026-02-15;Salamanca;Mujer;20-29;327;2.112130216;SA
2026-02-15;Salamanca;Mujer;30-39;608;3.722297049;SA
2026-02-15;Salamanca;Mujer;40-49;982;4.44545043;SA
2026-02-15;Salamanca;Hombre;05-12;32;0.324313368;SA
2026-02-15;Salamanca;Hombre;30-39;339;2.039220404;SA
2026-02-15;Salamanca;Hombre;60-69;4234;17.33895737;SA
2026-02-15;Salamanca;Hombre;>89;2031;68.80081301;SA
2026-02-15;Salamanca;Mujer;13-19;76;0.7555423;SA
2026-02-15;Salamanca;Mujer;50-59;1722;6.531138588;SA
2026-02-15;Salamanca;Mujer;70-79;6987;36.31308144;SA
2026-02-15;Salamanca;Mujer;>89;4233;67.38299904;SA
2026-02-15;Salamanca;Hombre;80-89;5840;57.45769382;SA
2026-02-15;Salamanca;Mujer;0-4;8;0.181077411;SA
2026-02-15;Salamanca;Mujer;05-12;16;0.17015846;SA
2026-02-15;Salamanca;Mujer;60-69;3787;15.06664014;SA
2026-02-15;Salamanca;Mujer;80-89;7506;51.69421488;SA
2026-02-15;Segovia;Hombre;05-12;14;0.253531329;SE
2026-02-15;Segovia;Hombre;13-19;51;0.89223233;SE
2026-02-15;Segovia;Hombre;30-39;159;1.766470392;SE
2026-02-15;Segovia;Hombre;40-49;356;3.105644247;SE
2026-02-15;Segovia;Hombre;50-59;867;6.721972399;SE
2026-02-15;Segovia;Hombre;60-69;2583;21.93816885;SE
2026-02-15;Segovia;Hombre;80-89;2530;67.81023854;SE
2026-02-15;Segovia;Hombre;>89;876;78.07486631;SE
2026-02-15;Segovia;Mujer;05-12;15;0.284522003;SE
2026-02-15;Segovia;Mujer;20-29;180;2.342529932;SE
2026-02-15;Segovia;Mujer;60-69;2409;21.83647571;SE
2026-02-15;Segovia;Hombre;0-4;1;0.037965072;SE
2026-02-15;Segovia;Hombre;20-29;94;1.112689394;SE
2026-02-15;Segovia;Hombre;70-79;3791;53.33427124;SE
2026-02-15;Segovia;Mujer;70-79;3348;46.39046695;SE
2026-02-15;Segovia;Mujer;80-89;3417;61.74557282;SE
2026-02-15;Segovia;Mujer;>89;1847;75.82101806;SE
2026-02-15;Segovia;Mujer;0-4;2;0.081037277;SE
2026-02-15;Segovia;Mujer;13-19;40;0.73964497;SE
2026-02-15;Segovia;Mujer;30-39;290;3.521554341;SE
2026-02-15;Segovia;Mujer;40-49;536;4.821444634;SE
2026-02-15;Segovia;Mujer;50-59;1091;8.776445982;SE
2026-02-15;Soria;Hombre;0-4;1;0.066711141;SO
2026-02-15;Soria;Hombre;50-59;434;5.950095969;SO
2026-02-15;Soria;Hombre;60-69;1376;20.35201893;SO
2026-02-15;Soria;Mujer;0-4;0;0.0;SO
2026-02-15;Soria;Mujer;13-19;11;0.38718761;SO
2026-02-15;Soria;Mujer;20-29;65;1.537369915;SO
2026-02-15;Soria;Mujer;30-39;143;3.121589173;SO
2026-02-15;Soria;Mujer;40-49;220;3.670949441;SO
2026-02-15;Soria;Mujer;50-59;497;7.50641897;SO
2026-02-15;Soria;Mujer;>89;1318;74.50537027;SO
2026-02-15;Soria;Hombre;05-12;1;0.03257329;SO
2026-02-15;Soria;Hombre;80-89;1821;69.13439636;SO
2026-02-15;Soria;Hombre;>89;692;80.55878929;SO
2026-02-15;Soria;Mujer;05-12;0;0.0;SO
2026-02-15;Soria;Mujer;70-79;1944;44.04168555;SO
2026-02-15;Soria;Hombre;13-19;8;0.254858235;SO
2026-02-15;Soria;Hombre;20-29;33;0.692259283;SO
2026-02-15;Soria;Hombre;30-39;71;1.412935323;SO
2026-02-15;Soria;Hombre;40-49;174;2.749683944;SO
2026-02-15;Soria;Hombre;70-79;2199;49.28283281;SO
2026-02-15;Soria;Mujer;60-69;1118;17.95983936;SO
2026-02-15;Soria;Mujer;80-89;2237;65.10477299;SO
2026-02-15;Valladolid;Hombre;05-12;47;0.257830929;VA
2026-02-15;Valladolid;Hombre;13-19;207;1.073039241;VA
2026-02-15;Valladolid;Hombre;20-29;357;1.407395727;VA
2026-02-15;Valladolid;Mujer;13-19;195;1.077705317;VA
2026-02-15;Valladolid;Mujer;20-29;576;2.366086099;VA
2026-02-15;Valladolid;Mujer;30-39;1115;4.220447405;VA
2026-02-15;Valladolid;Hombre;30-39;648;2.416918429;VA
2026-02-15;Valladolid;Hombre;60-69;8882;25.40835884;VA
2026-02-15;Valladolid;Mujer;>89;4908;73.19910515;VA
2026-02-15;Valladolid;Hombre;0-4;11;0.131516021;VA
2026-02-15;Valladolid;Hombre;40-49;1503;3.754496403;VA
2026-02-15;Valladolid;Hombre;50-59;3203;7.572999172;VA
2026-02-15;Valladolid;Hombre;70-79;13690;52.90821256;VA
2026-02-15;Valladolid;Hombre;80-89;9102;68.09306501;VA
2026-02-15;Valladolid;Hombre;>89;2134;76.32331903;VA
2026-02-15;Valladolid;Mujer;0-4;7;0.088383838;VA
2026-02-15;Valladolid;Mujer;05-12;34;0.198320112;VA
2026-02-15;Valladolid;Mujer;40-49;1965;4.922467998;VA
2026-02-15;Valladolid;Mujer;50-59;3397;7.87509273;VA
2026-02-15;Valladolid;Mujer;60-69;8485;22.27443362;VA
2026-02-15;Valladolid;Mujer;70-79;12938;42.5018889;VA
2026-02-15;Valladolid;Mujer;80-89;11352;59.60306626;VA
2026-02-15;Zamora;Hombre;0-4;0;0.0;ZA
2026-02-15;Zamora;Hombre;05-12;7;0.16021973;ZA
2026-02-15;Zamora;Hombre;50-59;621;4.836071957;ZA
2026-02-15;Zamora;Hombre;>89;1267;67.53731343;ZA
2026-02-15;Zamora;Mujer;05-12;4;0.099527246;ZA
2026-02-15;Zamora;Mujer;50-59;674;5.383386581;ZA
2026-02-15;Zamora;Mujer;70-79;3616;33.82600561;ZA
2026-02-15;Zamora;Mujer;80-89;4432;50.88404133;ZA
2026-02-15;Zamora;Hombre;13-19;13;0.288888889;ZA
2026-02-15;Zamora;Hombre;30-39;116;1.446023436;ZA
2026-02-15;Zamora;Hombre;40-49;274;2.408579466;ZA
2026-02-15;Zamora;Hombre;70-79;4267;42.5;ZA
2026-02-15;Zamora;Hombre;80-89;3532;57.64648278;ZA
2026-02-15;Zamora;Mujer;13-19;17;0.40065991;ZA
2026-02-15;Zamora;Hombre;20-29;59;0.841894977;ZA
2026-02-15;Zamora;Hombre;60-69;2117;15.26315789;ZA
2026-02-15;Zamora;Mujer;0-4;0;0.0;ZA
2026-02-15;Zamora;Mujer;20-29;80;1.224739743;ZA
2026-02-15;Zamora;Mujer;30-39;190;2.557544757;ZA
2026-02-15;Zamora;Mujer;40-49;361;3.385221305;ZA
2026-02-15;Zamora;Mujer;60-69;1692;12.80460118;ZA
2026-02-15;Zamora;Mujer;>89;2352;63.82632293;ZA
2026-02-08;Ávila;Hombre;05-12;9;0.167722698;AV
2026-02-08;Ávila;Hombre;30-39;140;1.687153531;AV
2026-02-08;Ávila;Hombre;60-69;2219;17.36578494;AV
2026-02-08;Ávila;Hombre;80-89;2575;55.44788975;AV
2026-02-08;Ávila;Hombre;>89;887;61.81184669;AV
2026-02-08;Ávila;Mujer;05-12;4;0.080224629;AV
2026-02-08;Ávila;Mujer;20-29;110;1.580005745;AV
2026-02-08;Ávila;Hombre;0-4;2;0.080645161;AV
2026-02-08;Ávila;Hombre;13-19;36;0.636942675;AV
2026-02-08;Ávila;Mujer;40-49;377;3.492357573;AV
2026-02-08;Ávila;Hombre;20-29;86;1.131132448;AV
2026-02-08;Ávila;Hombre;40-49;301;2.659010601;AV
2026-02-08;Ávila;Hombre;50-59;710;5.586152636;AV
2026-02-08;Ávila;Hombre;70-79;3690;43.45266133;AV
2026-02-08;Ávila;Mujer;0-4;0;0.0;AV
2026-02-08;Ávila;Mujer;13-19;25;0.487614589;AV
2026-02-08;Ávila;Mujer;30-39;206;2.601995705;AV
2026-02-08;Ávila;Mujer;50-59;800;6.488240065;AV
2026-02-08;Ávila;Mujer;60-69;1936;16.31002527;AV
2026-02-08;Ávila;Mujer;70-79;3144;36.65190021;AV
2026-02-08;Ávila;Mujer;80-89;3173;50.45317221;AV
2026-02-08;Ávila;Mujer;>89;1685;59.4356261;AV
2026-02-08;Burgos;Hombre;0-4;4;0.07029877;BU
2026-02-08;Burgos;Hombre;40-49;639;2.403068707;BU
2026-02-08;Burgos;Mujer;60-69;4066;15.64267303;BU
2026-02-08;Burgos;Mujer;70-79;7296;38.14503059;BU
2026-02-08;Burgos;Mujer;80-89;7375;56.8751446;BU
2026-02-08;Burgos;Hombre;20-29;138;0.754428165;BU
2026-02-08;Burgos;Hombre;60-69;4666;17.66220002;BU
2026-02-08;Burgos;Hombre;>89;1664;70.6581741;BU
2026-02-08;Burgos;Mujer;05-12;12;0.101841636;BU
2026-02-08;Burgos;Mujer;20-29;264;1.619631902;BU
2026-02-08;Burgos;Mujer;50-59;1698;6.049378318;BU
2026-02-08;Burgos;Hombre;05-12;21;0.167973124;BU
2026-02-08;Burgos;Hombre;13-19;71;0.547670472;BU
2026-02-08;Burgos;Hombre;30-39;260;1.309296002;BU
2026-02-08;Burgos;Hombre;50-59;1489;5.13643106;BU
2026-02-08;Burgos;Hombre;70-79;8444;45.45160943;BU
2026-02-08;Burgos;Hombre;80-89;5882;63.62358031;BU
2026-02-08;Burgos;Mujer;0-4;4;0.075800644;BU
2026-02-08;Burgos;Mujer;13-19;67;0.551258845;BU
2026-02-08;Burgos;Mujer;30-39;454;2.486308872;BU
2026-02-08;Burgos;Mujer;40-49;885;3.483154912;BU
2026-02-08;Burgos;Mujer;>89;4083;69.87848708;BU
2026-02-08;Castilla y León;Hombre;0-4;39;0.093084707;Castilla y LE
2026-02-08;Castilla y León;Hombre;20-29;1184;1.780571321;Castilla y LE
2026-02-08;Castilla y León;Hombre;40-49;5051;3.971851711;Castilla y LE
2026-02-08;Castilla y León;Hombre;60-69;34182;16.68729966;Castilla y LE
2026-02-08;Castilla y León;Hombre;>89;12897;67.41901221;Castilla y LE
2026-02-08;Castilla y León;Mujer;0-4;33;0.101405186;Castilla y LE
2026-02-08;Castilla y León;Mujer;40-49;6713;3.442674476;Castilla y LE
2026-02-08;Castilla y León;Mujer;60-69;30320;17.82509873;Castilla y LE
2026-02-08;Castilla y León;Mujer;70-79;51477;41.61709188;Castilla y LE
2026-02-08;Castilla y León;Mujer;>89;27952;68.28272689;Castilla y LE
2026-02-08;Castilla y León;Hombre;13-19;537;0.667932596;Castilla y LE
2026-02-08;Castilla y León;Hombre;30-39;2216;3.19928735;Castilla y LE
2026-02-08;Castilla y León;Hombre;80-89;41101;54.16140583;Castilla y LE
2026-02-08;Castilla y León;Mujer;20-29;1926;1.381657447;Castilla y LE
2026-02-08;Castilla y León;Mujer;30-39;3784;2.462875171;Castilla y LE
2026-02-08;Castilla y León;Mujer;80-89;52423;57.01495636;Castilla y LE
2026-02-08;Castilla y León;Hombre;05-12;164;0.171780841;Castilla y LE
2026-02-08;Castilla y León;Hombre;50-59;11333;6.60196533;Castilla y LE
2026-02-08;Castilla y León;Hombre;70-79;57215;37.70344909;Castilla y LE
2026-02-08;Castilla y León;Mujer;05-12;125;0.193178388;Castilla y LE
2026-02-08;Castilla y León;Mujer;13-19;506;0.666709487;Castilla y LE
2026-02-08;Castilla y León;Mujer;50-59;12535;6.275587002;Castilla y LE
2026-02-08;León;Hombre;0-4;6;0.100217137;LE
2026-02-08;León;Hombre;05-12;20;0.15470297;LE
2026-02-08;León;Hombre;13-19;48;0.359389039;LE
2026-02-08;León;Hombre;20-29;124;0.621585042;LE
2026-02-08;León;Hombre;60-69;5734;16.19316577;LE
2026-02-08;León;Hombre;70-79;9634;39.93533411;LE
2026-02-08;León;Hombre;80-89;7293;55.83799097;LE
2026-02-08;León;Mujer;13-19;45;0.352692217;LE
2026-02-08;León;Mujer;20-29;212;1.154684096;LE
2026-02-08;León;Mujer;30-39;535;2.547012616;LE
2026-02-08;León;Mujer;70-79;8870;32.48489288;LE
2026-02-08;León;Mujer;80-89;9673;48.35532893;LE
2026-02-08;León;Hombre;40-49;702;2.213673058;LE
2026-02-08;León;Hombre;>89;2579;66.19609856;LE
2026-02-08;León;Mujer;40-49;955;3.013568949;LE
2026-02-08;León;Mujer;50-59;1823;5.075167038;LE
2026-02-08;León;Mujer;>89;5564;61.95301191;LE
2026-02-08;León;Hombre;30-39;282;1.266163793;LE
2026-02-08;León;Hombre;50-59;1673;4.724520629;LE
2026-02-08;León;Mujer;0-4;6;0.109051254;LE
2026-02-08;León;Mujer;05-12;23;0.191730577;LE
2026-02-08;León;Mujer;60-69;4875;13.39212131;LE
