﻿AREA DE SALUD;NOMBRE PAC;NOMBRE DE CENTRO DE GUARDIA;HORARIO;Codigo Zona;ZONA BASICA DE SALUD;UBICACIÓN;DIRECCION;LOCALIDAD;CODPOSTAL;MUNICIPIO;PROVINCIA;COORDENADAS;Column 14
Valladolid Este;RONDILLA;;15-22h laborables Y 9-22 h SDF;171023;Victoria La;Centro Salud Rondilla I;C/ Cardenal Torquemada , Nº 54;Valladolid;47014;Valladolid;Valladolid;41.6643378, -4.719865;
Valladolid Este;OLMEDO;;15-8h laborables y 8-8 h SDF;171020;Olmedo;Centro Salud Olmedo;C/ Calabazas, Nº 2;Olmedo;47410;Olmedo;Valladolid;41.2844443, -4.6819685;
Valladolid Este;PILARICA;;15-8h laborables y 8-8 h SDF;171003;Circunvalacion;Centro Salud Pilarica;C/ Dr. Montero, Nº2;Valladolid;47006;Valladolid;Valladolid;41.650487, -4.7145354;
Valladolid Este;PILARICA;;15-8h laborables y 8-8 h SDF;171008;San Isidro-Pajarillos;Centro Salud Pilarica;C/ Dr. Montero, Nº2;Valladolid;47008;Valladolid;Valladolid;41.650487, -4.7145354;
Valladolid Este;RONDILLA;;15-22h laborables Y 9-22 h SDF;171001;Barrio España;Centro Salud Rondilla I;C/ Cardenal Torquemada , Nº 54;Valladolid;47011;Valladolid;Valladolid;41.6643378, -4.719865;
Valladolid Este;RONDILLA;;15-22h laborables Y 9-22 h SDF;171014;San Pablo;Centro Salud Rondilla I;C/ Cardenal Torquemada , Nº 54;Valladolid;47013;Valladolid;Valladolid;41.6643378, -4.719865;
Valladolid Este;SERRADA;;15-8h laborables y 8-8 h SDF;171017;Serrada;Centro Salud Serrada;C/ Las Peñas, Nº 3;Serrada;47239;Serrada;Valladolid;41.4576684, -4.8615069;
Valladolid Este;ALAEJOS;;15-8h laborables y 8-8 h SDF;171019;Alaejos;Centro Salud Alaejos;Plaza Santa María;Alaejos;47510;Alaejos;Valladolid;41.3096076, -5.213698300000001;
Valladolid Este;CIGALES;;15-8h laborables y 8-8 h SDF;171026;Cigales;Centro Salud Cigales;Camino Del Río, Nº 7;Cigales;47270;Cigales;Valladolid;41.75574650000001, -4.695640099999999;
Valladolid Este;MEDINA DEL CAMPO;;15-8h laborables y 8-8 h SDF;171022;Medina del Campo Urbano;Centro Salud Medina Del Campo Urbano;C/ Almirante;Medina del Campo;47400;Medina del Campo;Valladolid;41.3085163, -4.9168321;
Valladolid Este;PILARICA;;15-8h laborables y 8-8 h SDF;171009;Pilarica;Centro Salud Pilarica;C/ Dr. Montero, Nº2;Valladolid;47005;Valladolid;Valladolid;41.650487, -4.7145354;
Valladolid Este;PILARICA;;15-8h laborables y 8-8 h SDF;171007;Magdalena;Centro Salud Pilarica;C/ Dr. Montero, Nº2;Valladolid;47007;Valladolid;Valladolid;41.650487, -4.7145354;
Valladolid Este;PILARICA;;15-8h laborables y 8-8 h SDF;171024;Centro-Gamazo;Centro Salud Pilarica;C/ Dr. Montero, Nº2;Valladolid;47011;Valladolid;Valladolid;41.650487, -4.7145354;
Valladolid Oeste;ARTURO EYRIES;;15-8h laborables y 8-8 h SDF;170903;Campo Grande;Centro Salud Arturo Eyries;C/ Puerto Rico, Nº 1;Valladolid;47015;Valladolid;Valladolid;41.634336, -4.7480382;
Valladolid Oeste;MOTA DEL MARQUES;;15-8h laborables y 8-8 h SDF;170914;Mota del Marques;Centro Salud Mota Del Marqués;C/ San Sebastián;Mota del Marqués;47120;Mota del Marqués;Valladolid;41.6336745, -5.1779967;
Valladolid Oeste;DELICIAS;;15-22h laborables y 9-22 h SDF;170927;Delicias I;Centro Salud Delicias I;Pº Juan Carlos I, Nº18;Valladolid;47013;Valladolid;Valladolid;41.6345215, -4.718659;
Valladolid Oeste;ARTURO EYRIES;;15-8h laborables y 8-8 h SDF;170915;Parquesol;Centro Salud Arturo Eyries;C/ Puerto Rico, Nº 1;Valladolid;47018;Valladolid;Valladolid;41.634336, -4.7480382;
Valladolid Oeste;ARTURO EYRIES;;15-8h laborables y 8-8 h SDF;170902;Arturo Eyries;Centro Salud Arturo Eyries;C/ Puerto Rico, Nº 1;Valladolid;47014;Valladolid;Valladolid;41.634336, -4.7480382;
Valladolid Oeste;ARTURO EYRIES;;15-8h laborables y 8-8 h SDF;170907;Huerta Del Rey;Centro Salud Arturo Eyries;C/ Puerto Rico, Nº 1;Valladolid;47017;Valladolid;Valladolid;41.634336, -4.7480382;
Valladolid Oeste;MAYORGA;;15-8h laborables y 8-8 h SDF;170910;Mayorga;Centro Salud Mayorga;C/ San Juan S/N;Mayorga;47680;Mayorga;Valladolid;42.1686233, -5.2643455;
Valladolid Oeste;MEDINA DE RIOSECO;;15-8h laborables y 8-8 h SDF;170913;Medina de Rioseco;Centro Salud Medina De Rioseco;Plaza De La Constitución;Medina de Rioseco;47800;Medina de Rioseco;Valladolid;41.8805693, -5.0410453;
Valladolid Oeste;PISUERGA;;15-8h laborables y 8-8 h SDF;170916;Pisuerga;Centro Salud Pisuerga;Plaza España, 5;Arroyo De La Encomienda;47195;Arroyo de la Encomienda;Valladolid;41.6258616, -4.7741272;
Valladolid Oeste;VALLADOLID RURAL II;;15-8h laborables y 8-8 h SDF;170926;Valladolid Rural II;Centro Salud Valladolid Rural II;C/ Eusebio Gonzalez Suarez S/N;Zaratán;47610;Zaratán;Valladolid;41.6601266, -4.7806808;
Valladolid Oeste;ARTURO EYRIES;;15-8h laborables y 8-8 h SDF;170906;Esperanto;Centro Salud Arturo Eyries;C/ Puerto Rico, Nº 1;Valladolid;47016;Valladolid;Valladolid;41.634336, -4.7480382;
Valladolid Oeste;DELICIAS;;15-22h laborables y 9-22 h SDF;170928;Delicias II;Centro Salud Delicias I;Pº Juan Carlos I, Nº18;Valladolid;47014;Valladolid;Valladolid;41.6345215, -4.718659;
Valladolid Oeste;ARTURO EYRIES;;15-8h laborables y 8-8 h SDF;170919;Valladolid Sur;Centro Salud Arturo Eyries;C/ Puerto Rico, Nº 1;Valladolid;47019;Valladolid;Valladolid;41.634336, -4.7480382;
Valladolid Oeste;LAGUNA DE DUERO;;15-8h laborables y 8-8 h SDF;170909;Laguna de Duero;Centro Salud Laguna De Duero;Avda. La Laguna, S/N;Laguna de Duero;47140;Laguna de Duero;Valladolid;41.58515999999999, -4.719552999999999;
Valladolid Oeste;TORDESILLAS;;15-8h laborables y 8-8 h SDF;170920;Tordesillas;Centro Salud Tordesillas;Ctra. De Valladolid, S/N;Tordesillas;47100;Tordesillas;Valladolid;41.5030986, -4.993538099999999;
Valladolid Oeste;VILLAFRECHOS;;15-8h laborables y 8-8 h SDF;170924;Villafrechos;Centro Salud Villafrechós;Ctra. De Villalpando;Villafrechós;47810;Villafrechós;Valladolid;41.89485579999999, -5.213381;
Valladolid Oeste;VILLALON DE CAMPOS;;15-8h laborables y 8-8 h SDF;170925;Villalón De Campos;Centro Salud Villalón De Campos;Avda. Del Parque, Nº 12;Villalón De Campos;47600;Villalón de Campos;Valladolid;42.0936694, -5.038187199999999;
Zamora;CORRALES DEL VINO;;15-8h laborables y 8-8 h SDF;171110;Corrales Del Vino;Centro Salud Corrales Del Vino;Ctra. De Avedillo;Corrales Del Vino;49700;Corrales del Vino;Zamora;41.3588515, -5.7215099;
Zamora;TABARA;;15-8h laborables y 8-8 h SDF;171116;Tabara;Centro Salud Tábara;Ctra De Riofrío, S/N;Tábara;49140;Tábara;Zamora;41.8233138, -5.966011;
Zamora;ZAMORA INTEGRADO;;15-8h laborables y 8-8 h SDF;171112;Doctor Fleming;Centro Salud Santa Elena;C/ Santa Elena, Nº 12;Zamora;49007;Zamora;Zamora;41.5114475, -5.7454228;
Zamora;ZAMORA INTEGRADO;;15-8h laborables y 8-8 h SDF;171120;Virgen De La Concha;Centro Salud Santa Elena;C/ Santa Elena, Nº 12;Zamora;49010;Zamora;Zamora;41.5114475, -5.7454228;
Zamora;ZAMORA SUR;;15-8h laborables y 8-8 h SDF;171122;Zamora Sur;Centro Salud Santa Elena;C/ Santa Elena, Nº 12;Zamora;49012;Zamora;Zamora;41.5114475, -5.7454228;
Zamora;CARBAJALES;;15-8h laborables y 8-8 h SDF;171108;Carbajales;Centro Salud Carbajales;Ctra. De Zamora, S/N;Carbajales De Alba;49160;Carbajales de Alba;Zamora;41.6507436, -5.9927341;
Zamora;GUAREÑA;;15-8h laborables y 8-8 h SDF;171113;Guareña;Centro Salud La Guareña;C/ Arrabal De San Pedro, S/N;Fuentesaúco;49400;Fuentesaúco;Zamora;41.2321785, -5.4991124;
Zamora;BENAVENTE;;15-8h laborables y 8-8 h SDF;171105;Benavente Sur;Centro Salud Benavente Sur;C/ Fray Toribio, Nº 2;Benavente;49600;Benavente;Zamora;42.0025768, -5.6752419;
Zamora;SAYAGO;;15-8h laborables y 8-8 h SDF;171115;Sayago;Centro Salud Sayago;Plaza Diputación, S/N;Bermillo De Sayago;49200;Bermillo de Sayago;Zamora;41.3649219, -6.1153876;
Zamora;VIDRIALES;;15-8h laborables y 8-8 h SDF;171118;Vidriales;Centro Salud Vidriales;C/ Benavente, S/N;Santibáñez De Vidriales;49610;Santibáñez de Vidriales;Zamora;42.07354249999999, -6.0110874;
Zamora;VILLALPANDO;;15-8h laborables y 8-8 h SDF;171119;Villalpando;Centro Salud Villalpando;Pº De Venus, S/N;Villalpando;49630;Villalpando;Zamora;41.8619275, -5.4144339;
Zamora;CAMPOS LAMPREANA;;15-8h laborables y 8-8 h SDF;171107;Campos Lampreana;Centro Salud Campos - Lampreana;C/ Santa Teresa, 60;Villarrín De Campos;49137;Villarrín de Campos;Zamora;41.7974368, -5.6387335;
Zamora;CARBALLEDA;;15-8h laborables y 8-8 h SDF;171109;Carballeda;Centro Salud Carballeda;Plaza Del Ayuntamiento, S/N;Mombuey;49310;Mombuey;Zamora;42.0240376, -6.3321055;
Zamora;ALISTE;;15-8h laborables y 8-8 h SDF;171102;Aliste;Centro Salud Aliste;C/ Alto De La Atalaya, S/N;Alcañices;49500;Alcañices;Zamora;41.6966592, -6.3462878;
Zamora;TERA;;15-8h laborables y 8-8 h SDF;171106;Tera;Centro Salud Tera;C/ Carretera, Nº 72;Camarzana De Tera;49332;Camarzana de Tera;Zamora;41.9940297, -6.0321488;
Zamora;ZAMORA NORTE;;15-8h laborables y 8-8 h SDF;171121;Zamora Norte;Centro Salud Santa Elena;C/ Santa Elena, Nº 12;Zamora;49011;Zamora;Zamora;41.5114475, -5.7454228;
Zamora;;MUELAS DEL PAN;15-8h laborables y 8-8 h SDF;171121;Zamora Norte;CONSULTORIO LOCAL MUELAS DEL PAN;CL SAN ROQUE, Nº 1;Muelas del Pan;49164;Muelas del Pan;Zamora;41.5219365, -5.9677556;
Zamora;ZAMORA INTEGRADO;;15-8h laborables y 8-8 h SDF;171111;Diego De Losada;Centro Salud Santa Elena;C/ Santa Elena, Nº 12;Zamora;49009;Zamora;Zamora;41.5114475, -5.7454228;
Zamora;TORO;;15-8h laborables y 8-8 h SDF;171117;Toro;Centro Salud Toro;C/ Cortes De Toro, S/N;Toro;49800;Toro;Zamora;41.5251118, -5.3952402;
Zamora;ZAMORA INTEGRADO;;15-8h laborables y 8-8 h SDF;171101;Parada Del Molino;Centro Salud Santa Elena;C/ Santa Elena, Nº 12;Zamora;49008;Zamora;Zamora;41.5114475, -5.7454228;
Zamora;ALTA SANABRIA;;15-8h laborables y 8-8 h SDF;171103;Alta Sanabria;Centro Salud Alto Sanabria;C/ Souto Da Feira, S/N;Lubián;49570;Lubián;Zamora;42.035672, -6.9080602;
Zamora;BENAVENTE;;15-8h laborables y 8-8 h SDF;171104;Benavente Norte;Centro Salud Benavente Sur;C/ Fray Toribio, Nº 2;Benavente;49601;Benavente;Zamora;42.0025768, -5.6752419;
Zamora;SANABRIA;;15-8h laborables y 8-8 h SDF;171114;Sanabria;Centro Salud Sanabria;Barrio De San Francisco, S/N;Puebla De Sanabria;49300;Puebla de Sanabria;Zamora;42.0538294, -6.6276074;
